Job Title,Role,Level,Years of Experience,Company,Location,Salary Range,Required Skills,Source Platform
FPGA Engineer (Chance to Become Leader),software engineer,Lead/Expert,2,"Toshiba Software Development (Vietnam) Co., Ltd",Hà nội,Negotiable,"FPGA, English, C++, ASIC Design, HDL Designer",Vietnamworks
Project Management Assistant - IT Comtor (English + Japanese Required),UX/UI designer,Junior,2,Bosch Global Software Technologies Company Limited,Hồ Chí Minh,Negotiable,"Budget Planning, English proficiency, Japanese N2, Proactive, Proactive, Proactive",Vietnamworks
Automation Software Tester (Selenium/ Java),QA engineer,Any Level,N/A,Bosch Global Software Technologies Company Limited,Hồ Chí Minh,Negotiable,"Java, Selenium",Vietnamworks
Senior Global Service Desk,DevOps engineer,Senior,2,SPS Vietnam S Ltd.,Hồ Chí Minh,$700.00-1200.00,"Microsoft Office 365, Azure Administration, ITIL, Network Systems, Service Desk",Vietnamworks
Data Engineer - Khối Dữ Liệu (Holt.02),data engineer,Any Level,N/A,Ngân Hàng Thương Mại Cổ Phần Quân Đội - MB,Hà nội,Negotiable,"Cloud Solution, Data Integration, Oracle",Vietnamworks
"E-commerce Director (Amazon, Walmart, Wayfair)",data scientist,Senior,8,Yes4All Trading Services Company Limited,Hồ Chí Minh,Negotiable,"Data-Driven, Digital Marketing, E-commerce, Leadership, Sales Experience",Vietnamworks
Video Quality Control Specialist,IT professional,Any Level,N/A,Fonos,Hồ Chí Minh,Negotiable,"Content creation, Production Activity Control, Video Production, Ability to Communicate, Qc",Vietnamworks
Senior ERP Consultant,SAP consultant,Senior,3,Grant Thornton (Vietnam) Limited,Hà nội,Negotiable,"Interpersonal Skills, Problem-solving, SAP Business One, SAP ERP, Time Management",Vietnamworks
Senior Associate - Cyber Security Consultant,IT professional,Senior,N/A,PwC (Vietnam) Ltd.,Hồ Chí Minh,Negotiable,"Information Security, Data Privacy, Cyber Security, Penetration Testing, SOC",Vietnamworks
Lập Trình Viên iOS,mobile developer,Any Level,N/A,Ngân Hàng TNHH MTV Woori Việt Nam,Hà nội,$700.00,"Mobile App Development, Swift, Kotlin, iOS, Android",Vietnamworks
Data Analyst,data analyst,Any Level,N/A,GSM,Hà Nội,$1000.00-2000.00,"SQL, Data Analysis, Business Intelligence, Business Analysis, Power BI",Vietnamworks
Java Developer,software developer,Any Level,N/A,Shinhan Vietnam Finance,Hồ Chí Minh,Negotiable,"Java, PHP, Application Development",Vietnamworks
Senior Software Developer (Java/C#),software developer,Senior,1,"Amkor Technology Vietnam LLC.,",Hồ Chí Minh,Negotiable,"C#, Java Database, Java Se, Java Web, Java Web, Java Web, Java Web, JavaScript ES4",Vietnamworks
Nhân viên IT phần mềm,IT professional,Junior,2,Công Ty TNHH Buwon Vina,Đồng Nai,$816.33-1224.49,"Kỹ Năng Làm Việc Độc Lập, Tinh thần trách nhiệm, Tinh thần trách nhiệm, Tinh thần trách nhiệm, Tinh thần trách nhiệm, Tinh thần trách nhiệm",Vietnamworks
CVCC Công Nghệ Mô Hình (AI/ML Ops) - Machine Learning Operations (AI/ML Ops) - Khối Dữ Liệu (Ho24.301),data engineer,Junior,1,Ngân Hàng Thương Mại Cổ Phần Quân Đội - MB,Hà nội,Negotiable,"Phân Tích Dữ Liệu, SQL, Big Data, CI/CD, Data Pipeline",Vietnamworks
Senior React Native Engineer,software engineer,Senior,5,CÔNG TY TNHH QUALGO TECHNOLOGIES VIETNAM,Hồ Chí Minh,$1500.00,"English, JavaScript, Mobile App Design, React Native",Vietnamworks
Cộng Tác Viên Nhập Liệu/xử Lý Dữ Liệu (Remote - Online),data scientist,Any Level,N/A,GSM,Hà Nội,$200.00-400.00,Tập Hợp Dữ Liệu,Vietnamworks
Flutter,mobile developer,Junior,1,Công Ty Cổ Phần Bán Lẻ Kỹ Thuật Số FPT,Hà Nội,Negotiable,"Kubernetes, Android Flutter Dart, Design Pattern, Design Pattern, Design Pattern, Design Pattern, Design Pattern, Design Pattern, Flutter, Phát triển ứng dụng iOS",Vietnamworks
[HCMC] IT Infrastructure Engineer,software engineer,Intermediate,3,Navigos Search,Hồ Chí Minh,Negotiable,"General Communication English, It Skills For Pc And Server, Japanese proficiency, Network Engineering",Vietnamworks
IT Server Engineer,software engineer,Junior,2,Navigos Search's Client,Hà nội,$816.33-1428.57,"Good English Skills, Hardware Server, Linux, VMware, Windows Server",Vietnamworks
Graphic Designer - Vietnam,data scientist,Junior,2,Audexaus,Hồ Chí Minh,$600.00-1000.00,"Communication Skills, Technological Proficiency, Technological Proficiency, Website Management",Vietnamworks
Data Engineer,data engineer,Any Level,N/A,GSM,Hà Nội,$1000.00-3000.00,"Software Engineering, Data Science, Data Modeling, Data Management, Big Data",Vietnamworks
Vinclub- Senior Java Engineer - HCM,software engineer,Senior,5,Vinclub,Hà Nội,Negotiable,"Java, Microservices, Kafka, Caching, Redis",Vietnamworks
Data/senior Data Engineer,data engineer,Senior,5,Navigos Search's Client,Hà nội,$2000.00-3000.00,"Cloud Computing, Communication, Python, Scala",Vietnamworks
Software Quality Manager,IT professional,Senior,8,Công Ty TNHH Công Nghệ Và Giải Pháp Phần Mềm Crossian,Hà Nội,$2448.98,"Agile Methodologies, Communication Skills, Leadership Ability, Quality Assurance, Test Automation Tools",Vietnamworks
Chuyên Viên IT Nhập Liệu,IT professional,Junior,1,Công Ty TNHH Bán Lẻ Fujimart Việt Nam,Hà Nội,Negotiable,"Kỹ năng Tin học văn phòng, Giao Tiếp Tiếng Anh, Information Technology, Nhập Liệu, Quản Lý Số Liệu",Vietnamworks
Nhân Viên IT,IT professional,Junior,2,"Sumitomo Electric Interconnect Products (Vietnam), Ltd. [Sepv]",Bắc Ninh,$400.00-700.00,"PE, Phát Triển Sản Phẩm, Điện Tự Động Hóa, Cải Tiến Quy Trình Sản Xuất, Theo Dõi Hàng Mẫu",Vietnamworks
CVCC Phân Tích Khách Hàng Cá Nhân - Individual Customer Analysis - Khối Dữ Liệu (Ho24.303),business intelligence analyst,Junior,1,Ngân Hàng Thương Mại Cổ Phần Quân Đội - MB,Hà nội,Negotiable,"SQL, Power BI, Thu Thập Dữ Liệu, Báo Cáo Số Liệu Kinh Doanh, Tài chính Ngân hàng",Vietnamworks
Excellent Management Trainee,data scientist,Any Level,N/A,Công Ty TNHH Công Nghệ Huawei Việt Nam,Hà nội,Negotiable,"Electrical Engineering, English, Power System Planning, Computer Science, Software Engineering",Vietnamworks
Product Designer / UI UX Designer,UX/UI designer,Junior,1,Tinai Private Limited,N/A,$1200.00,"UX Design, Figma, UX Research, User Story Mapping, Graphic Design",Vietnamworks
IT Project Manager,project manager,Junior,1,Công Ty TNHH Omnicomm Việt Nam,Hồ Chí Minh,$1500.00-2200.00,"ERP Dynamic 365, IT Project Management, Planning Tools, Risk Management, Pmbok Knowledge",Vietnamworks
Software Project Leader - Project Manager (Quantity: 01),project manager,Lead/Expert,3,LG Electronics R&D Vietnam,Hà Nội,Negotiable,"English, Automotive, Project Improvement, Project Management, Electronic",Vietnamworks
Windows Application Developer (Flutter/dart),software developer,Any Level,N/A,Bosch Global Software Technologies Company Limited,Hồ Chí Minh,Negotiable,"Flutter, Android Flutter Dart, Dart, Embedded, Windows",Vietnamworks
Operations IT Mobile App Tester,mobile developer,Intermediate,3,CÔNG TY TNHH HALZA VIETNAM,Hồ Chí Minh,$1000.00-1200.00,"Mobile App Testing, Mobile Testing, Mobile App, software, Software Development",Vietnamworks
.Net,backend developer,Intermediate,3,Công Ty Cổ Phần Bán Lẻ Kỹ Thuật Số FPT,Hà Nội,Negotiable,".Net Core, .Net Framework, Git, MS SQL Server, Web API",Vietnamworks
Customer Development IT Manager,IT professional,Senior,5,Công Ty TNHH TM DV Tân Hiệp Phát,Bình Dương,Negotiable,"communication, Problem Solving, Client Business Analysis, FMCG, Theo Dõi Tiến Độ",Vietnamworks
Kỹ Thuật Dự Án (15-40 Triệu/ Tháng),data scientist,Junior,2,Công Ty TNHH Giải Pháp Công Nghệ Việt Dũng,Hà Nội,$700.00-2000.00,"Tiếng Anh, Điện Tử Viễn Thông, Giải Pháp Công Nghệ, Công Nghệ Tích Hợp, Bảo Mật Thông Tin",Vietnamworks
SAP Support Executive/ Chuyên Viên Hỗ Trợ SAP,SAP consultant,Junior,2,Công Ty Cổ Phần Chuỗi Thực Phẩm TH,Hà Nội,Negotiable,"Sap, ABAP, IT Phần Mềm, Software Development, ERP",Vietnamworks
Senior Machine Learning Engineer (Hybrid Working),software engineer,Senior,5,,N/A,$81.63-163.27,"Computer Vision, English communication, OCR",Vietnamworks
Java Web Application Training Program,frontend developer,Any Level,N/A,"CyberLogitec Vietnam Co., Ltd.",Hồ Chí Minh,Negotiable,"PostgreSQL, Java, HTML, CSS, IT Software",Vietnamworks
Văn Phòng Chuyển Đổi - Chuyên Gia/CVCC Kiến Trúc Sư Giải Pháp (Solution Architect),solutions architect,Senior,5,Ngân hàng Lộc Phát Việt Nam LPBank,Hà nội,Negotiable,"Data Warehouse, Giải Pháp Công Nghệ",Vietnamworks
Local IT Team Leader,tech lead,Lead/Expert,5,,N/A,Negotiable,"Customer Service, Network, Systems Analysis, Technical Support, WAN",Vietnamworks
Head of Architect ( Bank / Finance ),IT professional,Lead/Expert,10,GTV Vietnam,N/A,Negotiable,"Solution Architecture, Banking, Technical, Java, Leadership",Vietnamworks
Senior Linux and Database Administrator,database administrator,Senior,8,Simpson Strong-Tie Vietnam Company Limited,Hồ Chí Minh,Negotiable,"Database Administration, Database Administration, Database Administration, Linux System Administration, Shell Script, SQL Server, SQL Server, SQL Tunning",Vietnamworks
New Business Strategy Officer (No Experience Required) (Hanoi Head Office - 431),UX/UI designer,Any Level,N/A,"AEONMALL Vietnam Co., Ltd.","Hà nội, Hồ Chí Minh",$350.00-550.00,"communication, Project Management, Coordinating, Negotiation, Digital Marketing Performance",Vietnamworks
Cobol Developer Intern,software developer,Intern/Entry-level,N/A,Capgemini Vietnam,Hồ Chí Minh,Negotiable,"COBOL, English, French, Information Technology, Software Development",Vietnamworks
Frontend Manager,frontend developer,Senior,5,Navigos Search,"Hà nội, Hồ Chí Minh",$3000.00-4000.00,"Angular, Typescript, Swift, Kotlin, English",Vietnamworks
IT Senior System Administrator (Azure),system administrator,Senior,5,Công Ty TNHH Omnicomm Việt Nam,Hồ Chí Minh,$2000.00-2500.00,"Azure Cloud, Backup Strategy, Microsoft Azure, PowerShell, Windows Server",Vietnamworks
[Dist 9 - HCMC]Middle/Senior Embedded Android Software Engineer Mobile Computing,mobile developer,Intermediate,3,Navigos Search,Hồ Chí Minh,Negotiable,"Android Development, C/C++ Programming, Embedded, Embedded Linux",Vietnamworks
IT Support Team-Lead,IT support,Lead/Expert,2,Công Ty TNHH Công Nghệ Và Giải Pháp Phần Mềm Crossian,Hà Nội,Negotiable,"Information Technology, Computer Science, Leadership, AWS, Infrastructure Management",Vietnamworks
IT System Engineer,systems engineer,Senior,5,CÔNG TY TNHH MEI SHENG TEXTILES VIỆT NAM,N/A,Negotiable,"Docker, Docker, Docker, ERP Systems, MSSQL, Networking Concepts, Python Programming",Vietnamworks
Senior Fullstack .Net + ReactJS Developer (French Speaking),full stack developer,Senior,3,Capgemini Vietnam,Hồ Chí Minh,Negotiable,"Azure SQL, .NET Core, OOP (Object-Oriented Programming), Entity Framework, Microservices Architecture",Vietnamworks
Data Analyst (Cu Chi factory),data analyst,Junior,1,Unilever Vietnam,Hồ Chí Minh,Negotiable,"Data Literacy, General Communication English, Power Bi, Python, SQL",Vietnamworks
Java Backend Senior Developer,backend developer,Senior,4,Capgemini Vietnam,Hồ Chí Minh,Negotiable,"AWS, AWS, Backend, Backend, Java System, SQL",Vietnamworks
"Officer, Cloud Engineer",cloud engineer,Junior,1,Techcombank,Hà nội,$1000.00-2500.00,"Banking, AWS, Hạ Tầng Công Nghệ, Vận Hành Hệ Thống, Python",Vietnamworks
IT Infrastructure,IT professional,Intermediate,3,"Amkor Technology Vietnam LLC.,",Hồ Chí Minh,Negotiable,"Hardware Support, IT Helpdesk, IT Infrastructure, Network Support, Security Information",Vietnamworks
Website Developer,software developer,Junior,1,Doo Group,Hồ Chí Minh,$700.00-1000.00,"Web Development, Front-end technical skills, Back-end Programming, WordPress, JavaScript",Vietnamworks
IT Infrastructure & Architecture Administrator (Quản Trị Viên Kiến Trúc và Hạ Tầng IT),IT professional,Senior,5,Vietnam Australia International School (Vas),Hồ Chí Minh,Negotiable,"IP Routing, CCNA, An Toàn Thông Tin, An Ninh Mạng, Cisco Networking solution",Vietnamworks
Senior IT Officer,IT professional,Senior,1,PLF Law Firm,Hồ Chí Minh,Negotiable,"CRM, Website Management, Seo, IT Operations, English",Vietnamworks
Fintech Innovation Product Manager,product manager,Senior,5,Vietpay Corporation,Hà Nội,$500.00-1500.00,"Digital Payment, Product Management, Project Management, UI/UX, Fintech",Vietnamworks
Chuyên Viên Phát Triển Chương Trình Lập Trình,data scientist,Junior,2,RT Holdings,Hồ Chí Minh,Negotiable,"Lập Trình, Ngôn Ngữ Lập Trình C, Khoa Học Máy Tính, Kỹ Thuật Máy Tính, Giảng Dạy",Vietnamworks
"Front-End Leader (ReactJS, Nextjs)",frontend developer,Lead/Expert,1,SAPP Academy,Hà Nội,$1000.00-1300.00,"CSS3, HTML5, NextJs, ReactJS, Unit Testing",Vietnamworks
Application Engineer (Microsoft Dynamics 365 and Power Platform),software engineer,Intermediate,3,De Heus LLC,Hồ Chí Minh,Negotiable,"Microsoft Dynamics 365, Microsoft Power Platform, Azure, Virtual Machine",Vietnamworks
Product Owner,product manager,Junior,2,Navigos Search,"Hà nội, Hồ Chí Minh",$1000.00-2000.00,"product owner, Agile Development, Analytical Problem Solving, Business Analysis, Communication Skills",Vietnamworks
AI Video Enhancement Algorithm Engineer (Intern),software engineer,Intern/Entry-level,N/A,Puwell Cloud Tech Limited,Hồ Chí Minh,Negotiable,"AI/ML, Python Programming, C/C++ Programming, Data Analysis, AI, AI",Vietnamworks
Staff for IT Planning Department,IT professional,Any Level,N/A,"Mizuho Bank, Ltd. - HCMC Branch",Hồ Chí Minh,Negotiable,"English, Software Management, Communication, Teamwork, Project Managements",Vietnamworks
Nhân Viên Master Data SAP,SAP consultant,Junior,1,Golden Gate Trade & Service JSC,Hà Nội,Negotiable,"SAP, Python, Chuẩn hóa dữ liệu, Quản Lý Dữ Liệu, SAP S/4HANA",Vietnamworks
Junior Database Administrator,database administrator,Junior,3,Techcombank,Hà nội,$800.00-2500.00,"Banking, DBA, Oracle, Csdl, SQLServer",Vietnamworks
HO - Khối Pháp Chế Và Quản Lý Rủi Ro - CVCC Phòng Chống Rửa Tiền,data engineer,Senior,5,Ngân hàng Lộc Phát Việt Nam LPBank,Hà nội,Negotiable,"Giải Quyết Vấn Đề, Luật Pháp Lý, Ngân hàng, SQL, Tài Chính Đầu Tư",Vietnamworks
Security Specialist upto $2500,IT professional,Senior,5,Công Ty TNHH LOTTE Innovate Việt Nam,Hồ Chí Minh,$2200.00-2500.00,"Compliance Procedure, Network Security, Security Firewall, Security Infrastructure",Vietnamworks
IT Cyber Security,IT professional,Intermediate,3,Shinhan Vietnam Finance Company Limited,Hồ Chí Minh,Negotiable,"System Analyst, Application Support, Lending Operations, Core System, Core Banking",Vietnamworks
Nhân Viên IT - Công Ty Sản Xuất,IT professional,Junior,2,Navigos Search,"Hà nội, Hồ Chí Minh",$350.00-400.00,"IT System Administration, Network Support, Hardware Support, IT Security, IT Administration",Vietnamworks
Salesforce Intern With French Speaking,IT professional,Intern/Entry-level,N/A,Capgemini Vietnam,Hồ Chí Minh,Negotiable,"Front End, Apex development, French, Agile Methodology, Salesforce Development",Vietnamworks
CVCC Giải pháp Số,data scientist,Senior,5,Ngân Hàng TMCP Quốc Tế Việt Nam (VIB),Hồ Chí Minh,Negotiable,"Dịch Vụ Ngân Hàng Điện Tử, Phân Tích Chiến Lược, Phân Tích Da, Thuyết Trình, Ứng Dụng Công Nghệ Số",Vietnamworks
Senior Backend Developer (T24/ Core Banking/ Core Card),backend developer,Senior,2,Techcombank,Hà nội,$1000.00-2500.00,"Banking, Application Development, Back End Developer, Cloud, Core Banking",Vietnamworks
Senior Data Engineer,data engineer,Senior,4,Công Ty Cổ Phần Kite Metric,Hồ Chí Minh,$1200.00-2200.00,"Computer Science, Data Modeling, NodeJS, Python, SQL",Vietnamworks
Cloud Solutions Developer,software developer,Intermediate,3,Navigos Search's Client,"Hà nội, Hồ Chí Minh",$1200.00-2200.00,"Cloud Solution, RESTful Web Service, MS Azure, Troubleshooting, Japanese",Vietnamworks
O2O Channel Performance Supervisor (Tiktok/Facebook),backend developer,Intermediate,3,Abbott,Hồ Chí Minh,Negotiable,"Chiến Lược O2O, Facebook, Social Commercial, Tiktok Ads, TikTok channel development",Vietnamworks
"Software Engineer (Android, Python) (Quantity: 02)",mobile developer,Any Level,N/A,LG Electronics R&D Vietnam,Hà Nội,$800.00-2500.00,"Software Engineering, Automotive, Android, Python, Mechatronic",Vietnamworks
Chuyên Viên Đánh Giá An Toàn Bảo Mật CNTT,data scientist,Any Level,N/A,Ngân Hàng TMCP Xuất Nhập Khẩu Việt Nam (Eximbank),Hồ Chí Minh,$1000.00-2000.00,"An Toàn Thông Tin Mạng, Bảo Mật Dữ Liệu, Lập Trình, Antihack, An Toàn Thông Tin",Vietnamworks
Senior Software Tester – Securities IT,QA engineer,Senior,3,Public Bank Securities Vietnam Company Limited (PBSV),N/A,Negotiable,"Communication skills, Computer Science, Finance, Software Testing, Test Planning",Vietnamworks
IT Business Systems Analyst (IT BSA) - Fluent English - Crm/erp,systems analyst,Intermediate,3,MiTek Việt Nam,Hồ Chí Minh,Negotiable,"Fluent English, CRM & ERP Systems, IT System Administration, Business Analyst, Systems Engineering",Vietnamworks
Chuyên Viên Bảo Mật Dữ Liệu - Khối Dữ Liệu - Data Security - Data Division - Khối Dữ Liệu (Ho24.261),IT professional,Intermediate,3,Ngân Hàng Thương Mại Cổ Phần Quân Đội - MB,Hà nội,$571.43-1224.49,"Khoa Học Máy Tính, An ninh, Big Data, SQL, IT Security",Vietnamworks
HR Data Analytics Manager,data analyst,Junior,2,Prudential Vietnam Assurance,Hồ Chí Minh,Negotiable,"Analytical Thinking, Data Analysis, Excellent communication, HRIS System, Stakeholder Management",Vietnamworks
2D Game Artist,game developer,Senior,5,Athena Studio,Hồ Chí Minh,$816.33-1224.49,"VFX, Game 2D, Photoshop, Spine 2D, UI - UX",Vietnamworks
Fullstack/Backend Software Engineer (Java Spring/React) (m/f/d),backend developer,Intermediate,3,Proliance GmbH,N/A,$1000.00-2500.00,"Java Spring Boot, React, Software Development",Vietnamworks
Nhân Viên Dự Án,embedded systems engineer,Junior,1,Viettel Hà Nội - Chi Nhánh Tập Đoàn Công Nghệ Viễn Thông Quân Đội (Hni),Hà Nội,$625.00-750.00,"Hạ Tầng Mạng, Tư Vấn Thiết Kế, Điện Tử Viễn Thông, Công Nghệ Thông Tin, Quản Lý Dự Án",Vietnamworks
UI / UX Designer Expert ( Banking / Finance ),UX/UI designer,Lead/Expert,4,GTV VIETNAM,Hồ Chí Minh,Negotiable,"Problem-solving, Software Prototyping, UI/UX, User-Centered Design, Visual Communication",Vietnamworks
Lập Trình Viên Phần Mềm (Software Developer) - HỒ CHÍ MINH,software developer,Junior,1,"Công Ty TNHH Thiết Bị Minh Tâm (Mitalab Co., Ltd)",Hà Nội,Negotiable,"C#, .NET Framework, .NET Framework, JavaScript, ReactJs, SQL Server, SQL Server",Vietnamworks
"Back-end Developer (Golang, PostgreSQL)",backend developer,Intermediate,3,Công Ty TNHH 1Long,Hồ Chí Minh,$1200.00-1500.00,"Fintech, Startup Development",Vietnamworks
Quản Lý Chất Lượng - Công Ty Gỗ (mức lương hấp dẫn),data scientist,Senior,5,Navigos Search's Client,Hà nội,Negotiable,"QA, QC, Tiếng Anh, Tiếng Nhật, Quality Control",Vietnamworks
"Project management (Digitalization), SPX Express",IT professional,Junior,2,CÔNG TY TNHH SPX EXPRESS,N/A,Negotiable,"business analyst, Communication Skills, Data Analysis, Problem Solving, Project Management",Vietnamworks
Chuyên Viên Editor - Mức Lương Hấp Dẫn 13-18 Triệu,IT professional,Junior,2,Công Ty TNHH In và dịch vụ thương mại Quang Trung,Hồ Chí Minh,$530.61-734.69,"Chủ Động, Dựng Video Ngắn Trên Tiktok, Kỹ năng làm việc nhóm",Vietnamworks
Information Security Management Staff (Accept Fresher),IT professional,Intern/Entry-level,N/A,HYUNDAI Kefico,Hải Dương,Negotiable,"ISO 27001, Data Security, Ceh-V5, Audit",Vietnamworks
IT Senior Infrastructure/ Chuyên Viên Hạ Tầng IT Cao Cấp,IT professional,Senior,5,Công Ty Cổ Phần Chứng Khoán Guotai Junan (Việt Nam),Hà Nội,Negotiable,"IT System Administration, IT Operations, Công nghệ thông tin, Computer Science, IT System Development",Vietnamworks
Scrum Master (SM) Upto 4000Usd,scrum master,Intermediate,3,Công Ty Cổ Phần Bán Lẻ Kỹ Thuật Số FPT,Hà Nội,$3000.00-4000.00,"Scrum Master, Technical, Software Development, Quản Lý Dự Án Công Nghệ, Phân Tích Thuật Toán",Vietnamworks
Internship Tester (French),QA engineer,Intern/Entry-level,N/A,Capgemini Vietnam,Hồ Chí Minh,Negotiable,"Java, Python, C#, Test, French",Vietnamworks
Customer Service Specialist,data scientist,Junior,1,VinHMS,Hồ Chí Minh,Negotiable,"Communication And Problem-Solving Skills, CRM, Customer Service, Hospitality Solution, Software Analysis",Vietnamworks
Sale (Mảng Quà Tặng),data scientist,Intermediate,3,Công Ty Cổ Phần Truyền Thông Và Công Nghệ Khải Minh,Hà Nội,$28.57,"Tìm Kiếm Khách Hàng, Khai Thác Khách Hàng, B2B Sales, Telesales, Thu Hồi Công Nợ",Vietnamworks
Service Delivery Manager,data scientist,Senior,5,Pernod Ricard Vietnam,Hồ Chí Minh,Negotiable,"Digital Strategy Planning, It Governance & Compliance, Technical Support, Technical Authority, Project Management",Vietnamworks
Business Analyst Officer (Temporary 10 Months Contract) / Chuyên Viên Phân Tích Nghiệp Vụ (HĐLĐ 10 Tháng),business analyst,Senior,5,Hanwha Life Vietnam,Hồ Chí Minh,Negotiable,"Analytical Thinking, Business Analysis, Effective Communication, Problem Solving, Project Management",Vietnamworks
Senior Consultant | Technology Transformation (Financial Services) In HCMC,IT professional,Senior,2,Ernst & Young Vietnam Limited (EY Vietnam),"Hồ Chí Minh, Hà nội",Negotiable,"Core Banking, Project Managing, Payment, CRM, Fintech",Vietnamworks
Senior UX/UI Designer,UX/UI designer,Senior,5,Capgemini Vietnam,Hồ Chí Minh,Negotiable,"Adobe Creative Suite, English, Thiết Kế UI-UX, Figma, HTML/CSS",Vietnamworks
"Nhân Viên IT (Nam, Cao Đẳng Công Nghệ Thông Tin)",IT professional,Any Level,N/A,Công Ty TNHH Sumidenso Việt Nam,Hải Dương,Negotiable,"IT System Administration, Network, Hệ Thống Mạng",Vietnamworks
Trưởng Nhóm Quản Lý Hệ Thống và Hạ Tầng CNTT,system administrator,Senior,5,Bệnh Viện Mắt Quốc Tế Việt - Nga,Hà Nội,Negotiable,"Firewall, Bảo Mật Dữ Liệu, Windows Server, Linux, Infrastructure Management",Vietnamworks
Senior Technical Manager (Outsystems Workflow Platform Development),IT professional,Senior,7,Bosch Global Software Technologies Company Limited,Hồ Chí Minh,Negotiable,"Agile Methodologies, Leadership Skills, Project Management, OutSystems development, Technical proficiency in low-code platforms",Vietnamworks
Senior Java Backend Developer,backend developer,Senior,N/A,Công Ty Cổ Phần Bảo Hiểm Opes,Hà Nội,Negotiable,"Spring, Microservices, Java, Insurtech",Vietnamworks
Lập Trình Viên Full Stack,full stack developer,Junior,1,Travel Sense Asia,Hà Nội,Negotiable,"Khoa Học Máy Tính, Full Stack Development, PHP/MySQL, JavaScript, ReactJS",Vietnamworks
Service Desk Agent Asia,data scientist,Junior,2,,N/A,Negotiable,"Citrix System, IT Helpdesk, Chinese fluency, English Language Proficiency, German",Vietnamworks
R&D Engineer (Software),software engineer,Any Level,N/A,Panasonic Appliances Vietnam,Hồ Chí Minh,Negotiable,"C Programming Language, Software Development, Embedded Software, Electronic, Computer Science",Vietnamworks
Tester,QA engineer,Junior,2,Golden Gate Trade & Service JSC,Hà Nội,Negotiable,"Manual Testing, Mobile Application Testing, Bugs Testing, Software Testing, Agile Scrum",Vietnamworks
"Senior Manager, Digital Bancassurance",IT professional,Senior,N/A,FWD Vietnam Life Insurance Company Limited,Hồ Chí Minh,Negotiable,"Ecommerce Background, Digitalization, Digital Platform, Sales Planning, User Experience",Vietnamworks
Chuyên Viên SAP - BASIS,SAP consultant,Intermediate,3,"Công Ty Cổ Phần Công Nghệ Thông Tin, Viễn Thông Và Tự Động Hoá Dầu Khí",Hà Nội,$1190.48-1700.68,"VAS, Tài Chính Kế Toán, Kế toán quản trị, Triển Khai Hệ Thống, SAP BW/4HANA",Vietnamworks
Senior Business Analyst,business analyst,Senior,5,Công Ty TNHH Công Nghệ Và Giải Pháp Phần Mềm Crossian,Hà Nội,$2122.45,"Agile Methodologies, Business Analysis, Communication Skills, Data Analysis, UI/UX",Vietnamworks
"Nhân Viên Phòng Truyền Dẫn & IP - Làm Việc Tại Nước Ngoài Mozambique - Mức Lương Từ 30,000 Usd/năm",security engineer,Junior,2,Movitel S.A,Mozambique,$2500.00,"Telecommunications, Information Technology, IT Security",Vietnamworks
CVCC Mô Hình Kinh Doanh (Data Scientist) - Business Model Senior Specialist (Data Scientist) - Khối Dữ Liệu (Ho24.300),data scientist,Senior,1,Ngân Hàng Thương Mại Cổ Phần Quân Đội - MB,Hà nội,Negotiable,"Data Visualization, Khoa Học Dữ Liệu, Phân Tích Dữ Liệu, Power BI, SQL",Vietnamworks
3D Modeler,data scientist,Junior,1,Công Ty TNHH Thankslab Việt Nam,Hồ Chí Minh,Negotiable,3D Model Design,Vietnamworks
Chuyên Viên Phân Tích Dữ Liệu,business intelligence analyst,Junior,2,Công Ty Chứng Khoán Yuanta Việt Nam,Hồ Chí Minh,$734.69,"Power BI, Tableau, SQL, Cơ Sở Dữ Liệu, Warehouse Design",Vietnamworks
Embedded Software Developer,software developer,Any Level,N/A,Bosch Global Software Technologies Company Limited,Hồ Chí Minh,Negotiable,"C/C++, Embedded Systems",Vietnamworks
IT Staff Software Developer,software developer,Any Level,N/A,"Proterial Vietnam Co., Ltd.",Hải Dương,Negotiable,"Công Nghệ Thông Tin, C#, Android, SQL, ASP.NET",Vietnamworks
Kỹ Sư Phần Mềm Ứng Dụng Desktop,backend developer,Junior,1,Công Ty Cổ Phần Đầu Tư Và Công Nghệ OSB (Osb Jsc.),"Hà Nội, Hồ Chí Minh",Negotiable,"C++, C#, Python, Kỹ Thuật Phần Mềm, Tiếng Anh",Vietnamworks
IT Manager/ Trưởng Phòng CNTT,IT professional,Senior,5,CÔNG TY TNHH YIC ONE,Hà Nội,Negotiable,"Cloud, Công nghệ thông tin, IT Administration, IT Management, Quản Trị Hạ Tầng CNTT",Vietnamworks
Software Engineering Manager (Java/Springboot),software engineer,Senior,7,Navigos Search's Client,Hà nội,$3500.00-4000.00,"API RESTful, English Language Proficiency, Java, Software Development, Team Management",Vietnamworks
Senior System Administrator,system administrator,Senior,4,Netcompany,Hồ Chí Minh,Negotiable,"Windows Server, Active Directory, PowerShell, Azure, Linux",Vietnamworks
Ruby on Rails,backend developer,Junior,1,"HDWEBSOFT Co., Ltd",Hồ Chí Minh,Negotiable,"Ruby On Rails, SQL, PostgreSQL, Redis, Software Development",Vietnamworks
Business Analyst (Experienced In Finance),business analyst,Any Level,N/A,Fiingroup,Hồ Chí Minh,$800.00-1200.00,"Business Analysis, Project Management, Agile, Wire Bonding, SQL",Vietnamworks
