Job Title,Role,Level,Years of Experience,Company,Location,Salary Range,Required Skills,Source Platform
Business Analyst (Phân Tích Nghiệp Vụ Phần Mềm Kế Toán),business analyst,Junior,2-3,LacViet Computing Corporation,Hồ Chí Minh,Negotiable,"Agile, Scrum, ERP",Careerviet
Giám Đốc Dự Án Công Nghệ (Tài chính/Ngân hàng),N/A,Lead/Expert,8-20,Công ty Cổ phần Tập đoàn Meey Land,Hà Nội,Negotiable,,Careerviet
Trưởng nhóm IT (Giải pháp phần mềm),IT professional,Senior,3-10,Công Ty TNHH May Thêu Giày An Phước,Hồ Chí Minh,$734.69-1224.49,"SQL, CSS, Power BI, .NET, Bootstrap, ERP",Careerviet
IT Infrastructure Engineer (Kỹ Sư Hạ Tầng CNTT),software engineer,Intermediate,2-5,CÔNG TY TNHH TRANSCOSMOS VIỆT NAM,Hồ Chí Minh,$734.69-1020.41,,Careerviet
Data Partner – Chuyên gia Đối tác dữ liệu - Hà Nội - TA139,data scientist,Senior,4-7,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà Nội,Negotiable,"Python, SQL, Excel, Statistics, Machine Learning, AI, R",Careerviet
Sales Manager/ Business Development Manager (Japanese Language/ Digital Solutions),IT professional,Any Level,N/A,CÔNG TY TNHH TRANSCOSMOS VIỆT NAM,Hồ Chí Minh,$1632.65-3673.47,,Careerviet
Technical Project Manager,project manager,Intermediate,3-5,CÔNG TY TNHH INBOLD,Hồ Chí Minh,Negotiable,"JIRA, Content Management Systems",Careerviet
Data Platform Engineer - Khối Dữ liệu (HO24.317),software engineer,Junior,1,Ngân Hàng TMCP Quân Đội,Hà Nội,Negotiable,"Python, Java, AWS, Azure, GCP, Spark, Big Data, AI",Careerviet
Chuyên viên cao cấp Quản trị dữ liệu - Mảng vận hành công cụ - HN - TA139,data scientist,Intermediate,3-5,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà Nội,Negotiable,"Python, SQL, R",Careerviet
Middle/ Senior NodeJS Developer,software developer,Intermediate,3-5,CÔNG TY CỔ PHẦN HASAKI BEAUTY & CLINIC,Hồ Chí Minh,Negotiable,"NodeJS, NestJS, MongoDB, Docker, MySQL, Redis, ElasticSearch, Git",Careerviet
IT COMTOR - TIẾNG NHẬT,IT professional,Junior,1-3,CÔNG TY CỔ PHẦN PGT SOLUTIONS,Hồ Chí Minh,$612.24-816.33,,Careerviet
DEVOPS,DevOps engineer,Intermediate,1-8,Tổng công ty Bưu điện Việt Nam,Hà Nội,$612.24-1224.49,"Python, Java, Docker, Kubernetes, ElasticSearch, GitHub, CI/CD, Terraform, Bash, Microservices",Careerviet
Legal Executive,N/A,Intermediate,2-7,BSS Group,Hà Nội,$612.24-1020.41,,Careerviet
Giáo Viên Tin Học (Giảng Dạy Mô Hình School-Link),data engineer,Intermediate,1-5,Công ty CP IIG Việt Nam,Hà Nội,Negotiable,Spark,Careerviet
Java Developer Team Leader,software developer,Lead/Expert,3-8,Tổng công ty Bưu điện Việt Nam,Hà Nội,$1020.41-1428.57,"Java, JavaScript, HTML, CSS, PHP, JQuery, Bootstrap, jQuery, PostgreSQL, MySQL, Restful API, Git",Careerviet
[Hậu Nghĩa] Chuyên viên IT,IT professional,Intermediate,2-5,Công Ty Cổ Phần Vacxin Việt Nam,Long An,Negotiable,"SQL, Firewall",Careerviet
TRƯỞNG NHÓM PHÂN TÍCH DỮ LIỆU,data scientist,Intermediate,3-4,CÔNG TY CỔ PHẦN Z HOLDING,Hà Nội,$1224.49-1836.73,"Python, SQL, Power BI, R",Careerviet
Product Manager,product manager,Lead/Expert,8-15,HR Vietnam’s ESS Client,Hồ Chí Minh,Negotiable,,Careerviet
SAP ABAP CONSULTANT,SAP consultant,Lead/Expert,5-15,HR Vietnam’s ESS Client,Hà Nội,Negotiable,"Analysis, SAP",Careerviet
[Đức Hòa] Chuyên viên IT,IT professional,Intermediate,2-5,Công Ty Cổ Phần Vacxin Việt Nam,Long An,Negotiable,"SQL, Firewall",Careerviet
PRESALES ENGINEER,software engineer,Senior,2-15,CÔNG TY CP TM-DV SAO NAM AN,Hồ Chí Minh,$530.61-816.33,,Careerviet
Technical Support Engineer,IT support,Any Level,N/A,Tổng công ty Bưu điện Việt Nam,Hà Nội,$408.16-734.69,"Java, SQL, Linux",Careerviet
SAP ABAP CONSULTANT,SAP consultant,Lead/Expert,5-15,HR Vietnam’s ESS Client,Hồ Chí Minh,Negotiable,"Analysis, SAP",Careerviet
Chuyên viên QA,QA engineer,Intermediate,1-8,Tổng công ty Bưu điện Việt Nam,Hà Nội,$612.24-1224.49,"Agile, Scrum",Careerviet
Project manager,project manager,Intermediate,1-8,Tổng công ty Bưu điện Việt Nam,Hà Nội,$816.33-1224.49,JIRA,Careerviet
B2B Sales Executive,N/A,Junior,1-2,LacViet Computing Corporation,Hồ Chí Minh,Negotiable,,Careerviet
Customer Support (US Time),N/A,Junior,1,Công ty TNHH Levinci,Hồ Chí Minh,$612.24-734.69,,Careerviet
Head/Expert Data Scientist,data scientist,Lead/Expert,5,CÔNG TY CỔ PHẦN CHỨNG KHOÁN ASEAN,Hà Nội,Negotiable,"Python, Data science, Statistics, GCP, Git, CI/CD, Spark, Big Data, Machine Learning, Deep Learning, Data Mining",Careerviet
Head/Expert Data Governance,N/A,Lead/Expert,3,CÔNG TY CỔ PHẦN CHỨNG KHOÁN ASEAN,Hà Nội,Negotiable,,Careerviet
Regional Information Security Officer,IT professional,Any Level,N/A,The Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ),Hà NộiVientiane,Negotiable,,Careerviet
Nhân Viên Kinh Doanh Phần Mềm,SAP consultant,Junior,1,CÔNG TY CỔ PHẦN Z HOLDING,Hồ Chí Minh,$408.16-816.33,ERP,Careerviet
Giám Đốc Ban Pháp Chế - Head of Legal (Proptech),IT professional,Lead/Expert,4-20,Công ty Cổ phần Tập đoàn Meey Land,Hà Nội,$2040.82-3265.31,,Careerviet
"HO - Chuyên gia Quản trị rủi ro công nghệ, Khối Quản lý rủi ro",N/A,Senior,4-6,Ngân Hàng TMCP Phương Đông - OCB,Hồ Chí Minh,Negotiable,,Careerviet
Chuyên viên/Chuyên viên chính phân tích dữ liệu (Business analytics),data analyst,Intermediate,2-5,Ngân Hàng TMCP Tiên Phong (TPBank),Hà Nội,Negotiable,"Python, Power BI, Qlik",Careerviet
"Chuyên viên Quản trị Hệ thống, Mạng",security engineer,Intermediate,1-5,VCBS - Chung khoan VCB,Hà Nội,Negotiable,"Linux, Firewall",Careerviet
Chuyên viên An ninh thông tin,N/A,Intermediate,2-5,VCBS - Chung khoan VCB,Hà Nội,Negotiable,,Careerviet
Chuyên viên chính Vận hành,data analyst,Intermediate,3,CÔNG TY CỔ PHẦN KINH DOANH F88,Hà Nội,Negotiable,Excel,Careerviet
Chuyên viên cao cấp/Chuyên viên chính phát triển sản phẩm và Kinh doanh Tài chính số,data analyst,Senior,5-8,Ngân Hàng TMCP Tiên Phong (TPBank),Hồ Chí Minh,Negotiable,Excel,Careerviet
Software Engineer,software engineer,Junior,1-3,CÔNG TY CỔ PHẦN KING FOOD MARKET,Hồ Chí Minh,$816.33-1632.65,"SQL, NodeJS, MongoDB, Docker, Kubernetes, PostgreSQL, MySQL, Redis, ElasticSearch, Jenkins, Git, CI/CD, Microservices, Kafka, RabbitMQ",Careerviet
UI/UX Designer,UX/UI designer,Any Level,N/A,"HD SAISON Finance Co., Ltd",Hồ Chí Minh,Negotiable,,Careerviet
Trưởng Nhóm IT - Biết Tiếng Anh,IT professional,Junior,2,CÔNG TY TNHH ANTA SPORTS VIỆT NAM,Hà Nội,$612.24-1020.41,,Careerviet
Head of HR (Marketing industry) - Ho Chi Minh/ Ha Noi,data scientist,Senior,5,Talent Trader Vietnam,Hà Nội,$2000.00,Agile,Careerviet
Chuyên viên Phân tích nghiệp vụ (Business Analyst) - Khối Công nghệ thông tin (HOLT.05),business analyst,Intermediate,1-5,Ngân Hàng TMCP Quân Đội,Hà Nội,Negotiable,Agile,Careerviet
Data Engineer - Khối Dữ liệu (HOLT.02),data engineer,Junior,1,Ngân Hàng TMCP Quân Đội,Hà Nội,Negotiable,"Tableau, AWS",Careerviet
Kỹ Sư Phát Triển BackEnd  - Khối Công nghệ thông tin (HOLT.03),backend developer,Intermediate,2-5,Ngân Hàng TMCP Quân Đội,Hà Nội,Negotiable,"Java, MongoDB, Spring, PostgreSQL, MySQL, Redis, Kafka",Careerviet
Chuyên viên Quản lý Hạ tầng Trung tâm dữ liệu  - IT Infrastructure Management - Khối Công nghệ thông tin (HO24.273),IT professional,Junior,1,Ngân Hàng TMCP Quân Đội,Hà Nội,Negotiable,,Careerviet
Chuyên viên Quản trị hạ tầng Public Cloud - Cloud Engineer (Public Cloud) - Khối Công nghệ thông tin (HO24.271),cloud engineer,Junior,1-2,Ngân Hàng TMCP Quân Đội,Hà Nội,Negotiable,"AWS, Azure",Careerviet
Chuyên viên Kiểm soát Tác động - Quality Assurance - Khối Công nghệ thông tin (HO24.275),QA engineer,Intermediate,1-5,Ngân Hàng TMCP Quân Đội,Hà Nội,Negotiable,,Careerviet
Chuyên viên Quản lý ứng dụng - Application Administrator - Khối Công nghệ thông tin (HO24.276),data scientist,Any Level,N/A,Ngân Hàng TMCP Quân Đội,Hà Nội,Negotiable,"Linux, Unix",Careerviet
Data Scientist - Khối Dữ liệu (HOLT.01),data scientist,Intermediate,3,Ngân Hàng TMCP Quân Đội,Hà Nội,Negotiable,,Careerviet
Kỹ sư Phát triển Fullstack - Khối Công nghệ thông tin (HOLT.04),full stack developer,Intermediate,1-5,Ngân Hàng TMCP Quân Đội,Hà Nội,Negotiable,"Java, NodeJS, MongoDB, PostgreSQL, MySQL, Redis, Agile, Microservices, Kafka",Careerviet
Chuyên viên Kiểm thử nghiệp vụ (Manual Tester) - Khối Công nghệ thông tin (HOLT.06),QA engineer,Intermediate,1-5,Ngân Hàng TMCP Quân Đội,Hà Nội,Negotiable,"Agile, Scrum, Android, iOS",Careerviet
Chuyên viên Giải pháp nền tảng - Platform Solution Specialist - Khối Công nghệ thông tin (HO24.277),backend developer,Any Level,N/A,Ngân Hàng TMCP Quân Đội,Hà Nội,Negotiable,"MongoDB, AWS, Azure, GCP, PostgreSQL, MySQL, Redis, Kafka",Careerviet
TT KSNB&TT_Chuyên viên Kiểm soát nội bộ giám sát nghiệp vụ CNTT,N/A,Junior,1,Ngân hàng TMCP Lộc Phát Việt Nam (LPBank),Hà Nội,Negotiable,,Careerviet
Văn phòng chuyển đổi_Chuyên gia/CVCC Kiến trúc sư giải pháp (Solution Architect),solutions architect,Senior,5,Ngân hàng TMCP Lộc Phát Việt Nam (LPBank),Hà Nội,Negotiable,"SQL, Power BI, AWS, Azure, GCP, Hadoop, Big Data, NoSQL, ETL",Careerviet
Chuyên viên Quản trị hạ tầng Private Cloud - Cloud Engineer (Private Cloud) - Khối Công nghệ thông tin (HO24.272),cloud engineer,Intermediate,1-5,Ngân Hàng TMCP Quân Đội,Hà Nội,Negotiable,VMware,Careerviet
HO - Chuyên viên Vận hành ứng dụng Quản trị - Khối CNTT,data engineer,Intermediate,2-4,Ngân hàng TMCP Lộc Phát Việt Nam (LPBank),Hà Nội,Negotiable,"MySQL, Kafka",Careerviet
[A9] Tuyển Nhân Viên Chăm Sóc Khách Hàng Truyền Hình Vệ Tinh K+,N/A,Any Level,N/A,BellSystem24-Việt Nam,Hà Nội,$244.90-367.35,,Careerviet
[A9] Cầu Giấy - Tuyển Nhân Viên Chăm Sóc Khách Hàng Truyền Hình Vệ Tinh K+,N/A,Any Level,N/A,BellSystem24-Việt Nam,Hà Nội,$244.90-367.35,,Careerviet
IT Support Analyst,IT support,Any Level,N/A,Công ty TNHH Chế biến Thực phẩm Olam Việt Nam,Đồng Nai,Negotiable,,Careerviet
DevOps Engineer (Logistics Techhub),DevOps engineer,Junior,1-3,Indo Trans Logistics,Hồ Chí Minh,Negotiable,"Python, MongoDB, Docker, Kubernetes, MySQL, ElasticSearch, Restful API, SOAP, Jenkins, CI/CD, Linux, Unix, NoSQL, TCP/IP, Nginx",Careerviet
IT System - Triển khai và phát triển hệ thống ERP/SAP,IT professional,Intermediate,3,Công Ty TNHH Rita Võ,Hồ Chí Minh,Negotiable,"SQL, SAP, ERP",Careerviet
Technical Support Engineer,IT support,Any Level,N/A,Tổng công ty Bưu điện Việt Nam,Hà Nội,$408.16-734.69,"Java, SQL, Linux",Careerviet
Chuyên Viên Phân Tích Nghiệp Vụ (BA),N/A,Junior,2,Tổng công ty Bưu điện Việt Nam,Hà Nội,$489.80-1224.49,,Careerviet
Chuyên Viên Quản Trị Hệ Thống Phần Mềm CNTT,database administrator,Junior,1,Tổng công ty Bưu điện Việt Nam,Hà Nội,$489.80-734.69,"SQL, Excel, MySQL",Careerviet
Java Developer Team Leader,software developer,Lead/Expert,3-8,Tổng công ty Bưu điện Việt Nam,Hà Nội,$1020.41-1428.57,"Java, JavaScript, HTML, CSS, PHP, JQuery, Bootstrap, jQuery, PostgreSQL, MySQL, Restful API, Git",Careerviet
Front end Developer,frontend developer,Junior,1,Ngân Hàng TMCP Sài Gòn - Hà Nội ( SHB ),Hà Nội,Negotiable,"JavaScript, HTML, CSS",Careerviet
Automation test,data scientist,Junior,1,Tổng công ty Bưu điện Việt Nam,Hà Nội,$489.80-1020.41,"GitHub, JIRA, Confluence",Careerviet
CVCC Quản trị hệ thống (HR system) - Hà Nội - TA133,data engineer,Senior,4-6,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà Nội,Negotiable,SQL,Careerviet
CV/CVC/CVCC Thông tin quản trị Ngân hàng cá nhân và Kênh phân phối (MIS 1),N/A,Junior,1-3,Ngân Hàng TMCP Tiên Phong (TPBank),Hà Nội,Negotiable,,Careerviet
"Chuyên gia quản lý rủi ro an ninh thông tin, Phòng Quản trị rủi ro hoạt động, Khối Quản trị rủi ro",N/A,Senior,5-7,Ngân hàng TMCP Đại Chúng Việt Nam - PVcomBank,Hà Nội,Negotiable,,Careerviet
LIS Administrator (Laboratory Information System Administrator),system administrator,Intermediate,3,DIAG,Hồ Chí Minh,Negotiable,,Careerviet
"Project Manager  (Scum Master, Agile)",project manager,Intermediate,3,Tập đoàn Giáo dục Đại Trường Phát,Hồ Chí Minh,$1632.65,"JIRA, Agile, Scrum",Careerviet
IT Security,IT professional,Intermediate,3-4,"Rochdale Spears Co., Ltd.",Bình Dương,Negotiable,Analysis,Careerviet
Nhân viên IT,IT professional,Any Level,N/A,HỆ THỐNG GIÁO DỤC EDUFIT,Hà Nội,$408.16-489.80,,Careerviet
Chuyên viên Quản lý chất lượng (QA - QC),data engineer,Junior,2,Công Ty Quản Lý Nợ Và Khai Thác Tài Sản - Ngân Hàng TMCP Quân Đội,Hà Nội,Negotiable,SQL,Careerviet
PHÂN TÍCH NGHIỆP VỤ CÔNG NGHỆ THÔNG TIN (BA),N/A,Intermediate,1-5,Công Ty Quản Lý Nợ Và Khai Thác Tài Sản - Ngân Hàng TMCP Quân Đội,Hà Nội,Negotiable,,Careerviet
Chuyên viên/CVCC Phân tích Khách hàng cá nhân - Individual Customer Analysis - Khối Dữ liệu (HO24.303),business intelligence analyst,Junior,2,Ngân Hàng TMCP Quân Đội,Hà Nội,Negotiable,"SQL, Tableau, Power BI",Careerviet
DevOps Engineer - Khối Công nghệ thông tin (HO24.291),DevOps engineer,Any Level,N/A,Ngân Hàng TMCP Quân Đội,Hà Nội,Negotiable,"MongoDB, Docker, Kubernetes, PostgreSQL, Jenkins, CI/CD, Agile",Careerviet
Kỹ sư Phát triển AI - AI Engineer - Khối Công nghệ thông tin (HO24.287),software engineer,Junior,1,Ngân Hàng TMCP Quân Đội,Hà Nội,Negotiable,"Python, Docker, gRPC, Flask, Django, Git, TensorFlow, PyTorch",Careerviet
Data Analyst - Khối Dữ liệu (HO24.294),data analyst,Intermediate,2-5,Ngân Hàng TMCP Quân Đội,Hà Nội,Negotiable,,Careerviet
Tester - Khối Dữ liệu (HO24.295),QA engineer,Junior,1,Ngân Hàng TMCP Quân Đội,Hà Nội,Negotiable,SQL,Careerviet
Chuyên viên Kiểm thử tự động - Automation Tester - Khối Công nghệ thông tin (HO24.290),QA engineer,Intermediate,2-5,Ngân Hàng TMCP Quân Đội,Hà Nội,Negotiable,,Careerviet
Network Administrator - Khối Công nghệ thông tin (HO24.288),network administrator,Junior,1,Ngân Hàng TMCP Quân Đội,Hà Nội,Negotiable,,Careerviet
Solution Architect - Khối Công nghệ thông tin (HO24.289),solutions architect,Intermediate,3,Ngân Hàng TMCP Quân Đội,Hà Nội,Negotiable,"Big Data, Microservices",Careerviet
Account Manager,N/A,Intermediate,2-5,CÔNG TY CỔ PHẨN TẬP ĐOÀN MK,Hà Nội,Negotiable,,Careerviet
Chuyên viên phân tích nghiệp vụ,SAP consultant,Intermediate,1-5,Công ty Cổ phần Tập đoàn Austdoor,Hà Nội,Negotiable,"Figma, ERP",Careerviet
Data Architect - Khối Dữ liệu (HO24.297),IT professional,Senior,5,Ngân Hàng TMCP Quân Đội,Hà Nội,Negotiable,,Careerviet
Chuyên gia Quản lý chất lượng,N/A,Senior,5-8,Công Ty Tài Chính TNHH MB SHINSEI (MCREDIT),Hà Nội,Negotiable,,Careerviet
Chuyên viên/CVCC Công nghệ mô hình (AI/ML Ops) - Machine Learning Operations (AI/ML Ops) - Khối Dữ liệu (HO24.301),data engineer,Junior,1,Ngân Hàng TMCP Quân Đội,Hà Nội,Negotiable,"Python, SQL, Docker, Kubernetes, Jenkins, CI/CD, Hadoop, Spark, AI, R, Airflow, Kafka",Careerviet
Business Analyst - Khối Dữ liệu (HO24.296),business analyst,Junior,2,Ngân Hàng TMCP Quân Đội,Hà Nội,Negotiable,SQL,Careerviet
[A9] BSV Tuyển dụng Tổng Đài Viên Truyền hình số vệ tinh K+ Làm Việc Xoay Ca,N/A,Any Level,N/A,BellSystem24-Việt Nam,Hà Nội,$2653.06-367.35,,Careerviet
Senior Retail Operations Optimization Specialist,data scientist,Senior,3-5,Công Ty CP Vàng Bạc Đá Quý Phú Nhuận - PNJ,Hồ Chí Minh,Negotiable,"Excel, Power Point",Careerviet
CVC Rủi ro Hoạt động (Phụ trách RR ATTT) - TNEX Finance - 4B010,N/A,Junior,1,CÔNG TY TÀI CHÍNH TNHH MTV TNEX (TNEX Finance),Hà Nội,Negotiable,,Careerviet
Chuyên viên tư vấn giải pháp (An tòan thông tin),system administrator,Intermediate,4,Công ty TNHH Viettel - CHT,Hồ Chí Minh,Negotiable,"PC, Linux, VMware, Networking, Firewall",Careerviet
Senior Android Developer - TA160,mobile developer,Senior,3-7,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà Nội,Negotiable,"Java, Git, CI/CD, JIRA, Android, Kotlin, Flutter",Careerviet
[A9] Tuyển Tổng Đài Viên Đối Tác Tập Đoàn Viettel Tại Bắc Từ Liêm(Nhận Sinh Viên Chờ Bằng) - Làm Việc Xoay Ca Luân Phiên Linh Hoạt (Viettel AP),N/A,Any Level,N/A,BellSystem24-Việt Nam,Hà Nội,$244.90-367.35,,Careerviet
Nhân Viên/Chuyên Viên/ Trợ lý Quản Lý Dự Án,data analyst,Junior,1,CÔNG TY CỔ PHẦN CHỨNG KHOÁN ASEAN,Hà Nội,$612.24-1224.49,"Excel, MS Excel, JIRA, Confluence",Careerviet
Data Engineer,data engineer,Junior,1-3,Savills Vietnam,Hồ Chí Minh,Negotiable,"Python, SQL, Power BI, Azure, ETL",Careerviet
Dev Lead PHP Magento ( Dự án TMĐT),backend developer,Lead/Expert,3-5,Tổng Công ty Cổ phần Công trình Viettel,Hà Nội,$1142.86-1428.57,"JavaScript, HTML5, CSS3, PHP, JQuery, jQuery, MySQL, GraphQL, SOAP, CI/CD, JIRA, Agile, SEO, ERP",Careerviet
Chuyên viên IT,IT professional,Junior,1-2,"Viet Han Concrete JSC.,",Hồ Chí Minh,$367.35-489.80,VMware,Careerviet
SOFTWARE ENGINEER,software engineer,Intermediate,4,CÔNG TY CỔ PHẦN EARTH VENTURE,Hồ Chí Minh,$1020.41-1632.65,"Python, Java, Data science, Linux, Networking",Careerviet
Data Engineer,data engineer,Junior,2-3,UrBox - Công ty Cổ phần Tiếp Thị Số Tô Quà,Hồ Chí Minh,Negotiable,"Python, MongoDB, AWS, MySQL, ETL, Airflow",Careerviet
[A9] BVS Tuyển Tổng Đài Viên Đối Tác Tập Đoàn Viettel Tại Phạm Văn Đồng (Nhận Sinh Viên Chờ Bằng) - Làm Việc Xoay Ca Luân Phiên (Viettel AP),N/A,Any Level,N/A,BellSystem24-Việt Nam,Hà Nội,$244.90-367.35,,Careerviet
Data Analyst Fresher,data analyst,Intern/Entry-level,1-3,Yes4All Trading Services Company Limited,Hồ Chí Minh,Negotiable,"Python, SQL, Power BI, Data science",Careerviet
Middle/Senior Java Developer,software developer,Intermediate,N/A,CÔNG TY TNHH BẢO HIỂM NHÂN THỌ MB AGEAS,Hà Nội,Negotiable,,Careerviet
Chuyên viên Dịch vụ Tin học Văn phòng,N/A,Junior,1,Ngân Hàng TMCP Sài Gòn - Hà Nội ( SHB ),Hà NộiThanh HóaĐồng Nai,Negotiable,,Careerviet
Chuyên viên IT,IT professional,Junior,1-2,Công ty CP thiết kế lục giác,Hà Nội,$408.16-612.24,,Careerviet
110902 - Quality Assurance Manager/ Trưởng Phòng Quản Lý Chất Lượng - IT,QA engineer,Lead/Expert,10,"RGF HR Agent Vietnam Co., LTD",Hồ Chí Minh,$2857.14-4081.63,"JavaScript, TypeScript",Careerviet
Fulltask developer,software developer,Junior,1-2,CÔNG TY CỔ PHẦN PGT SOLUTIONS,Yokohama,Negotiable,"SQL, PHP",Careerviet
Engineer for Electrical Engineering,software engineer,Junior,2-3,Vietnamese-German University (VGU),Bình Dương,$816.33-1224.49,"Python, Linux, Bash",Careerviet
IT Business Analysis BI Specialist / Chuyên viên phân tích nghiệp vụ CNTT- Báo cáo thông minh,IT professional,Intermediate,4,Tan Hiep Phat Group,Bình Dương,Negotiable,SAP,Careerviet
SYSTEM ENGINEER,systems engineer,Junior,1-3,CÔNG TY CỔ PHẦN PGT SOLUTIONS,Hokkaido,Negotiable,SQL,Careerviet
GAME DESIGNER - LẬP KẾ HOẠCH CHO GAME,game developer,Junior,1,Koei Tecmo Software Vietnam,Hà Nội,Negotiable,,Careerviet
IT Security,IT professional,Intermediate,3-5,Vietnamese-German University (VGU),Bình Dương,$1020.41-1428.57,,Careerviet
Kỹ sư phát triển giải pháp quản trị nội bộ - Khối Công nghệ thông tin (HO24.173),data engineer,Junior,2,Ngân Hàng TMCP Quân Đội,Hà Nội,Negotiable,"Java, SQL, Tableau, Big Data, NoSQL, ETL, SAS, Pentaho, Kafka",Careerviet
Chuyên viên Dịch vụ Tin học Văn phòng,N/A,Junior,1,Ngân Hàng TMCP Sài Gòn - Hà Nội ( SHB ),Hà NộiQuảng Ninh,Negotiable,,Careerviet
SAP support executive,SAP consultant,Intermediate,2-5,CareerViet's client,Đồng Nai,$1224.49-1428.57,SAP,Careerviet
CRM Data & Analytics Leader,N/A,Lead/Expert,N/A,Công ty Cổ phần Sữa VitaDairy Việt Nam,Hồ Chí Minh,Negotiable,,Careerviet
.NET Developer,software developer,Any Level,N/A,Công ty Easia Travel,Hà Nội,Negotiable,"SQL, HTML, HTML5, CSS, CSS3, .NET, JQuery, Bootstrap, jQuery",Careerviet
Nhân Viên IT,IT professional,Any Level,N/A,Công ty cổ phần XNK Thủy Sản Bến Tre,Bến Tre,Negotiable,"ERP, Android, iOS",Careerviet
Chuyên gia Quản trị Dữ liệu - MSB DF - 1M472,business intelligence analyst,Intermediate,3-6,Ngân hàng Thương mại Cổ phần Hàng Hải Việt Nam (MSB),Hà Nội,$2244.90-2653.06,"SQL, Power BI, AWS, Agile, Scrum",Careerviet
Trưởng bộ phận Quản lý rủi ro và Tuân thủ (CNTT),N/A,Intermediate,3-4,Indovina Bank Ltd.,Hồ Chí Minh,$1200.00-1400.00,,Careerviet
Business Analyst (Làm Domain Thương mại điện tử),business analyst,Intermediate,3-4,Tổng Công ty Cổ phần Công trình Viettel,Hà Nội,$816.33-1020.41,,Careerviet
Head of Technology and Operations,IT professional,Lead/Expert,10-15,Công Ty Cổ Phần GreenFeed Việt Nam,Hồ Chí Minh,Negotiable,,Careerviet
Nhân Viên Video Editor (2D),IT professional,Junior,1-2,CÔNG TY CỔ PHẦN TẬP ĐOÀN CÔNG NGHỆ OMMANI,Hà Nội,$489.80-612.24,,Careerviet
TRỢ LÝ KINH DOANH (TIẾNG TRUNG),data analyst,Junior,2,Công ty TNHH Thương Mại ABICO Việt Nam,Hồ Chí Minh,$612.24-816.33,Excel,Careerviet
Software Developer,software developer,Senior,5-10,Vietnam Furniture Resources (VFR),Bình Dương,Negotiable,"SQL, JavaScript, HTML, CSS, Angular, Git, ERP, Flutter",Careerviet
Nhân Viên Bảo Hành Sửa Chữa,N/A,Junior,1-2,Công Ty Cổ Phần Đầu tư Hoàng Đạo,Hồ Chí Minh,Negotiable,,Careerviet
"Project Manager - CRM, HRM Software",project manager,Senior,5,Tập Đoàn Karofi Holding,Hà Nội,$1142.86-1428.57,Agile,Careerviet
Nhân viên phân tích nghiệp vụ ERP (chấp nhận Fresher),N/A,Intern/Entry-level,1-3,Công ty Cổ phần CANIFA,Hà Nội,$326.53-653.06,,Careerviet
Nhân viên kiểm thử phần mềm,data scientist,Junior,1-3,Công ty Cổ phần CANIFA,Hà Nội,$326.53-653.06,JIRA,Careerviet
IT Infrastructure Engineer,software engineer,Intermediate,2-5,CÔNG TY TNHH TRANSCOSMOS VIỆT NAM,Hồ Chí Minh,$734.69-1020.41,"Analysis, Azure, Linux, Bash, VMware, Hyper-V, Networking",Careerviet
Operational Excellent Manager - Data Analysis,data analyst,Senior,7,Công Ty CP Vàng Bạc Đá Quý Phú Nhuận - PNJ,Hồ Chí Minh,Negotiable,"SQL, Tableau, Power BI, Excel",Careerviet
IT Infrastructure Engineer,software engineer,Any Level,N/A,CÔNG TY TNHH TRANSCOSMOS VIỆT NAM,Hồ Chí Minh,$734.69-1020.41,,Careerviet
"Chuyên viên Phân tích nghiệp vụ CNTT, Dự án GL",SAP consultant,Junior,1,Ngân Hàng TMCP Sài Gòn - Hà Nội ( SHB ),Hà Nội,Negotiable,ERP,Careerviet
"Chuyên viên Phân tích nghiệp vụ CNTT, Dự án Nguồn vốn",data scientist,Junior,1,Ngân Hàng TMCP Sài Gòn - Hà Nội ( SHB ),Hà Nội,Negotiable,"AI, Agile, Kanban",Careerviet
Chuyên Gia Thiết kế hệ thống CNTT - TA160,embedded systems engineer,Senior,5-10,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hồ Chí MinhHà Nội,Negotiable,Analysis,Careerviet
CVCC Quản trị ứng dụng báo cáo - MSB - KCN - 3I094,N/A,Intermediate,3-5,Ngân hàng Thương mại Cổ phần Hàng Hải Việt Nam (MSB),Hà Nội,$1020.41-1224.49,,Careerviet
Chuyên viên chính/cao cấp phân tích dữ liệu nâng cao (Advanced Analytics),data engineer,Intermediate,2-5,Ngân Hàng TMCP Tiên Phong (TPBank),Hà Nội,Negotiable,"Python, Docker, Kubernetes, Hadoop, Spark, Kafka",Careerviet
Chuyên Viên Kinh Doanh Kênh Phân Phối – HCM,data analyst,Intermediate,3-5,Công ty TNHH Acer Việt Nam,Hồ Chí Minh,Negotiable,Excel,Careerviet
CHUYÊN GIA ISO MẢNG CÔNG NGHỆ THÔNG TIN,N/A,Intermediate,3,Công ty Cổ Phần Chứng Nhận và Giám Định Quốc Tế ISOCERT,Hồ Chí MinhHà Nội,$408.16-612.24,,Careerviet
