Job Title,Role,Level,Years of Experience,Company,Location,Salary Range,Required Skills,Source Platform
Kỹ Sư Hạ Tầng & Hỗ Trợ Công Nghệ Thông Tin,data scientist,Intermediate,3,Công Ty CP Intellife,N/A,Thương lượng,"Giải Quyết Vấn Đề, MongoDB, PostgreSQL, Python, VMware",Vietnamworks
Technical Support Engineer,IT support,Junior,1,Công Ty TNHH Servers.com VN,Hồ Chí Minh,Thương lượng,"Technical Support, System Administration, IT System Administration, Linux, Business English",Vietnamworks
"Hardware Design Engineer (Làm việc chủ yếu tại Nam Từ Liêm, Hà Nội)",software engineer,Intermediate,3,Công Ty TNHH Varroc Việt Nam,Hà Nội,Thương lượng,"System Design, PCB Layout Design, OrCAD, Altium, Altium, SMT",Vietnamworks
Software Engineering ( Lương 1200$ ~1600$ ),software engineer,Intermediate,3,Công Ty TNHH Cresyn Hà Nội,Hà Nội,$1200.00-1600.00,"Software Engineering, Lập Trình Nhúng, Lập Trình Ứng Dụng, lập trình C/C++, SQL",Vietnamworks
Technical Product Manager - Power Platform Development and Governance,product manager,Any Level,N/A,Bosch Global Software Technologies Company Limited,Hồ Chí Minh,Thương lượng,"Software Engineering, Information System, English, Full Stack Development, Product Management",Vietnamworks
"Officer, IT Operations",IT professional,Junior,2,Techcombank,Hà nội,$1000.00-2500.00,"Banking, Network Security, AIX, Linux, Cloud",Vietnamworks
Kỹ Sư Phát Triển Phần Mềm (Upto 30Tr),backend developer,Intermediate,3,Công Ty Cổ Phần Coasia CM Vina,Hồ Chí Minh,$1178.00,".NET, Java, PHP, Python, C++",Vietnamworks
Lập Trình Viên Java Backend - Backend Developer (Java) - Khối Ngân Hàng Số (Ho24.293),backend developer,Intermediate,3,Ngân Hàng Thương Mại Cổ Phần Quân Đội - MB,Hà nội,Thương lượng,"Backend, Cloud Services, Java Framework, RESTful API Design, Backend",Vietnamworks
Microservice Backend Developer - Java,backend developer,Intermediate,4,CÔNG TY TNHH DỊCH VỤ CÔNG NGHỆ THÔNG TIN HOÀNG HUY,Hồ Chí Minh,Thương lượng,"Java, Cloud Development, Lập Trình Backend, Technical Lead, SpringMVC",Vietnamworks
"[HN] Data Scientist (Data Analyst, Python/java/scala)",data analyst,Junior,2,Công Ty Cổ Phần Thương Mại Và Dịch Vụ Công Nghệ Velacorp,Hà Nội,Thương lượng,"Machine Learning, Deep Learning, PyTorch, RDBMS, Data analysis",Vietnamworks
Data Analyst - Khối Dữ Liệu (Ho24.294),data analyst,Junior,2,Ngân Hàng Thương Mại Cổ Phần Quân Đội - MB,Hà nội,Thương lượng,"Data Analysis, Data Cleaning, Data Transformation, Khoa Học Dữ Liệu, Phân Tích Dữ Liệu",Vietnamworks
IT PMO Manager [ Banking/ Finance/securities ],IT professional,Senior,5,GTV VIETNAM,N/A,Thương lượng,"Agile, Banking Product, Leadership, Project Management",Vietnamworks
Chuyên viên hỗ trợ vận hành SAP LOG (tối thiểu 1 năm kinh nghiệm PP),SAP consultant,Junior,1,Công Ty Cổ Phần Quốc Tế Sơn Hà,Hà Nội,$1000.00-2000.00,"ABAP, ERP, Sap Mm, SAP PP, Sap Sd",Vietnamworks
[Hà Nội] Fullstack Developer (Senior),full stack developer,Intermediate,3,Công Ty Cổ Phần Khoa Học Dữ Liệu,Hà Nội,$2040.82,"Full Stack Development, Python, JavaScript, Django",Vietnamworks
Lập Trình Android Java Kotlin - Mobile App Developer,mobile developer,Intermediate,3,Công Ty Phần Mềm Tower Hanoi (Tohsoft),Hà Nội,$1000.00-1800.00,"Android, Android Studio, Kotlin, Java/Kotlin, Kotlin Android",Vietnamworks
IT Helpdesk,IT support,Junior,1,Chi Nhánh Olam Global Agri Việt Nam Tại Đồng Tháp,Hồ Chí Minh,$350.00-500.00,"Công Nghệ Thông Tin, IT System Administration, IT Operations, IT Helpdesk, IT",Vietnamworks
QCTP (Quality Control Training Program),IT professional,Any Level,N/A,"CyberLogitec Vietnam Co., Ltd.",Hồ Chí Minh,Thương lượng,"Automation Testing, Manual Testing, Agile Methodology, Logical Thinking, Software Testing",Vietnamworks
"Nhân Sự Phát Triển Sản Phẩm Cloud, Software Defined Infra",IT professional,Junior,2,Công Ty Cổ Phần Phân Phối Quốc Tế,Hồ Chí Minh,Thương lượng,"Software Development, C#, Linux, Cloud, software",Vietnamworks
Legal Executive,data scientist,Intermediate,3,Got It,Hồ Chí Minh,$600.00-800.00,"Bilingual Proficiency, Contract Management, Corporate Law, Legal Compliance, Negotiation",Vietnamworks
Nhân Viên Truyền Dẫn,data scientist,Junior,1,Công Ty Cổ Phần Tư Vấn Chuyển Giao Công Nghệ ITC,Hà Nội,$367.35-612.24,"Truyền Dẫn Quang, Công nghệ thông tin, Kĩ Thuật Mạng, Thiết Kế Truyền Dẫn, SLA",Vietnamworks
Distribution Compensation and Benefits (Up to Supervisor),IT professional,Junior,1,Phú Hưng Life,Hồ Chí Minh,Thương lượng,"Lập Trình Ứng Dụng VBA, SQL",Vietnamworks
Senior Account Manager - Data Center,backend developer,Senior,5,VNG Corporation,Hồ Chí Minh,Thương lượng,"Data Center Management, Sales, B2B Sales, technology transformation, SaaS",Vietnamworks
Embedded Test Lead (Joining Bonus),embedded systems engineer,Senior,5,Bosch Global Software Technologies Company Limited,Hồ Chí Minh,Thương lượng,"Analytical skills, English communication, Embedded Test Lead, Automation system test, SW process test",Vietnamworks
Web Developer,software developer,Junior,2,Công Ty TNHH Xsunt,Hồ Chí Minh,$1000.00-1500.00,"HTML5, CSS3, Website Development, JavaScript, Front-End",Vietnamworks
Chuyên Gia Bảo Mật (Security Expert),IT professional,Senior,5,FPT Telecom,Hà Nội,Thương lượng,"An Toàn Thông Tin, Bảo Mật Thông Tin, Xử Lý Sự Cố, Đánh Giá Bảo Mật",Vietnamworks
Trưởng Phòng Kỹ Thuật Voip/sip Trunk (Thu Nhập ~ 500Tr/ Năm),database administrator,Senior,5,Công Ty Cổ Phần Công Nghệ Consortio Việt Nam,Hà Nội,$1020.41-1700.68,"Thiết Kế Hệ Thống Sip Trunk, Cơ Sở Dữ Liệu SQL Server, JavaScript, Lập Trình, MySQL Server",Vietnamworks
Software Engineering Product Quality (SW-EPQ),software engineer,Intermediate,3,Bosch Global Software Technologies Company Limited,Hồ Chí Minh,Thương lượng,"Analytical Skills, Communication Skills, Problem-solving, Quality Management System, Software Engineering",Vietnamworks
Kỹ Sư Phát Triển Giao Thức Mạng,embedded systems engineer,Intermediate,3,Tổng Công Ty Công Nghiệp Công Nghệ Cao Viettel (VHT),Hà Nội,$700.00-2200.00,"C++, Công nghệ thông tin, Streaming",Vietnamworks
Nhân Viên Lập Trình PC,embedded systems engineer,Intermediate,3,CÔNG TY TRÁCH NHIỆM HỮU HẠN TOP ENGINEERING VINA,Hồ Chí Minh,Thương lượng,"Lập Trình C++, Visual Studio, Công Nghệ Máy Tính, Motion Control, Tự Động Hóa",Vietnamworks
Solution Architect SA / Technical Lead TL ( Bank / Fintech ),solutions architect,Intermediate,3,GTV VIETNAM,N/A,Thương lượng,"Cloud Software, Java Spring Framework, Leadership, Microservices, Solution Architecture",Vietnamworks
Kỹ Sư Phần Mềm - PLC Tự Động Hóa,embedded systems engineer,Intermediate,3,Công Ty Cổ Phần Giải Pháp Và Chế Tạo Máy Dynamic,Hồ Chí Minh,$530.61-653.06,"Lập Trình PLC, C#, Visual Studio, Thiết Kế Giao Diện Phần Mềm, Thiết Kế Tự Động Hóa",Vietnamworks
Manual Tester,QA engineer,Junior,2,Công Ty TNHH Timind,Hà Nội,$500.00-1000.00,"Manual Testing, Automation Testing, MySQL, QC",Vietnamworks
"Analyst, Business Analyst",business analyst,Any Level,N/A,Công Ty TNHH Bảo Hiểm Shinhan Life Việt Nam,Hồ Chí Minh,$1000.00-1500.00,"Data Analysis, Business Analysis, Agile",Vietnamworks
Business Solution Assistant Manager,data scientist,Any Level,N/A,PepsiCo Foods Vietnam Company,Hồ Chí Minh,Thương lượng,"Sales Management, Business Development",Vietnamworks
Nhân Viên IT,IT professional,Junior,1,Công Ty Cổ Phần Thép Hòa Phát Hải Dương,Hồ Chí Minh,$489.80-571.43,"Vận Hành Máy Chủ, Quản Trị Hệ Thống Mạng, MES, Linux, Vận Hành Hệ Thống Mạng",Vietnamworks
DevOps Engineer,DevOps engineer,Junior,2,Hitachi Digital Services,Hồ Chí Minh,$1500.00-3000.00,"AWS Cloud services, Azure Cloud Services, Ci/Cd Methodologies, Cloud Infrastructure, DevOps",Vietnamworks
Senior Project Manager ( Banking / Finance Expertise ),project manager,Senior,5,GTV VIETNAM,N/A,Thương lượng,"Banking, English, Finance, Project Management, Scrum Master",Vietnamworks
Chuyên Viên Phân Tích Nghiệp Vụ (Senior Business Analyst) - Upto 35M,business analyst,Intermediate,3,Công Ty Cổ Phần 1Office,Hà Nội,$1428.57,"Phân tích nghiệp vụ, Business analysis, ERP, CRM, HRM",Vietnamworks
CVCC Phân Tích Khách Hàng Doanh Nghiệp - Business Customer Analysis Specialist - Khối Dữ Liệu (Ho24.304),business intelligence analyst,Junior,1,Ngân Hàng Thương Mại Cổ Phần Quân Đội - MB,Hà nội,Thương lượng,"SQL, Power BI, Thu Thập Dữ Liệu, Báo Cáo Số Liệu Kinh Doanh, Tài chính Ngân hàng",Vietnamworks
Technical Leader (Java),tech lead,Senior,6,Endava Việt Nam,Hồ Chí Minh,Thương lượng,"Java, Scrum, Kanban, Spring, DevOps",Vietnamworks
(JP-93) Điều Khiển Điện/Lập Trình PLC,embedded systems engineer,Junior,1,Công Ty TNHH R Techno Việt Nam,Hồ Chí Minh,$2730.00,"Lập Trình PLC, Phần Mềm PLC, PLC Siemens, Thiết Kế Điện, Tiếng Nhật N3",Vietnamworks
Senior Backend Java Developer,backend developer,Intermediate,3,VINFAST TRADING AND PRODUCTION JSC,Hà nội,Thương lượng,"Core Java, Object Oriented Programming, Pattern Design, Technical Document Writing, Reusable Libraries",Vietnamworks
Product Manager (Global Market),product manager,Junior,1,MISA Jointstock Company,Hà Nội,$2500.00,"Tiếng Anh, Client Business Analysis, Market Research, Presentation Skills, Product Development",Vietnamworks
Japanese Software Developer,software developer,Junior,1,Navigos Search's Client,"Hà nội, Hồ Chí Minh",$1200.00-2200.00,"Software Development, Project Management, General Communication English, Japanese Communication, Troubleshooting",Vietnamworks
Senior Product Manager,product manager,Junior,2,Công Ty Cổ Phần Công Nghệ Sinh Học Kim Hòa Phát,Hà Nội,Thương lượng,"Phân Tích Thị Trường, Nghiên Cứu Sản Phẩm, Kỹ năng giao tiêp, Kỹ Năng Quản Lý, Thuyết Trình",Vietnamworks
"Integration Staff (Implementation, Business Analyst, Data Analyst)",business analyst,Junior,1,"Truecommerce Vietnam Company, Limited",Hồ Chí Minh,Thương lượng,"business analyst, Customer Service, ERP, Multitasking, Service Implementation",Vietnamworks
[VN-83] Thiết Kế Và Phát Triển Hệ Thống,backend developer,Junior,1,Công Ty TNHH R Techno Việt Nam,Hồ Chí Minh,$1877.55,"C++, Phát Triển Ứng Dụng, Python, VB.NET, Xử Lý Ảnh",Vietnamworks
Senior Microsoft Dynamics 365 F&O Technical Consultant,IT consultant,Senior,5,CÔNG TY TNHH BMBSOFT VIỆT NAM,N/A,$3500.00,"AX Development, ERP Dynamic 365, Microsoft Power Platform, X++",Vietnamworks
Software Engineer,software engineer,Senior,5,,N/A,$1000.00-1500.00,"C/C++ Programming, Embedded Software, Communication Protocols, Firmware, Problem Analysis",Vietnamworks
Solution Engineer (Ict/it Solutions),software engineer,Junior,2,Công Ty TNHH Công Nghệ Hồng Cơ,Hồ Chí Minh,$400.00-1200.00,"Hạ Tầng Công Nghệ, Hạ Tầng Hệ Thống, Kỹ Thuật Máy Tính, ICT, IT Infrastructure Management",Vietnamworks
Data Analyst,data analyst,Any Level,N/A,GSM,Hà Nội,$1000.00-2000.00,"SQL, Data Analysis, Business Intelligence, Business Analysis, Power BI",Vietnamworks
Trưởng Nhóm Quản Lý Phần Mềm Ứng Dụng & Cơ Sở Dữ Liệu,database administrator,Senior,5,Bệnh Viện Mắt Quốc Tế Việt - Nga,Hà Nội,Thương lượng,"Bảo Mật Dữ Liệu, Cơ Sở Dữ Liệu, PostgreSQL, HIS, Database SQL Server",Vietnamworks
Fresh Speed Up 2025 | Staff - IT,IT professional,Any Level,N/A,B.Braun Vietnam Company Ltd.,Hồ Chí Minh,Thương lượng,"Công nghệ thông tin, Khoa Học Máy Tính, Tiếng Anh thành thạo",Vietnamworks
Tư Vấn Giải Pháp Mạng (Network Presale),network engineer,Junior,1,Công Ty Cổ Phần Tập Đoàn HiPT,Hà Nội,Thương lượng,"System Integrators, Consultant Service, Firewall, Cisco Firewall Security, Cloud Storage",Vietnamworks
UI UX Designer,UX/UI designer,Junior,1,Doo Group,Hồ Chí Minh,$900.00-1000.00,"UX Design, UI Design, Adobe Illustrator, Adobe Photoshop, Figma",Vietnamworks
Java Software Developer - Hybrid Working,software developer,Intermediate,3,Công Ty Tài Chính TNHH Ngân Hàng TMCP Sài Gòn - Hà Nội (Shbfinance),Hà Nội,Thương lượng,"Java, Spring Boot, Microservices Architecture, Oracle, Postgres",Vietnamworks
Cybersecurity Engineer,security engineer,Junior,1,"First Trust ACPA Vietnam CO., LTD",Hà nội,Thương lượng,"Communication Skills, Network Security, Penetration Testing",Vietnamworks
Kỹ Sư IT ERP/ EA Smfg,IT professional,Any Level,N/A,Công Ty TNHH Liteon Việt Nam,Hải Phòng,$1000.00,"C#, ERP, SQL Server, Oracle, IT Phần Mềm",Vietnamworks
Fresher IT Developer,software developer,Any Level,N/A,Navigos Search's Client,Hà nội,$350.00-450.00,"SQL, English",Vietnamworks
ERP Project Leader (Experienced in Garment Industry),project manager,Senior,8,Chi Nhánh Hà Nội - Công Ty TNHH Kiara Garments Việt Nam,Hà Nội,$1428.57-3469.39,"ERP Management, Gap Analysis, Project Planning, Restructuring, Software Implementation",Vietnamworks
Phó Phòng Hỗ Trợ Người Dùng/ IT Helpdesk Deputy Manager,IT support,Senior,5,Công Ty TNHH TM DV Tân Hiệp Phát,Bình Dương,Thương lượng,"Information Technology, IT Helpdesk, Helpdesk, English, IT",Vietnamworks
Quality Control Supervisor,IT professional,Junior,2,Công Ty TNHH Premo Việt Nam,Đà Nẵng,Thương lượng,"IATF 16949:2016, ISO 9001, Quality Control, Sap, Team Management",Vietnamworks
Product Manager - ERP Omnichannel,product manager,Any Level,N/A,Abbott,Hồ Chí Minh,Thương lượng,"ERP, ERP System  Integration",Vietnamworks
Wastewater Process & Controls Engineer,software engineer,Intermediate,3,LR-TEK,Hồ Chí Minh,Thương lượng,"Artificial Intelligence, C Programming Language, Control System, Machine Learning, Aeration System Design",Vietnamworks
RF Engineer,software engineer,Junior,2,Công Ty TNHH Công Nghệ Huawei Việt Nam,Hà nội,Thương lượng,"Database Technology, Effective Communication, Radio Design, Software System Architecture, Telecommunications",Vietnamworks
Senior Backend Developer,backend developer,Intermediate,4,Công Ty TNHH VHG DATA,Hồ Chí Minh,$1000.00-2000.00,"NodeJS, PHP, Python, MongoDB",Vietnamworks
IT Helpdesk,IT support,Any Level,N/A,Grant Thornton (Vietnam) Limited,Hà nội,Thương lượng,"Technical Support, Helpdesk, English, Equipment Installation, Linux",Vietnamworks
Database Administrator,database administrator,Junior,2,Discova (Formerly Known As Buffalo Tours),Hồ Chí Minh,$1224.49-1346.94,"Database Design, Microsoft Dynamics 365, Azure SQL, English, Microsoft SQL Server",Vietnamworks
System Engineer,systems engineer,Junior,2,Skylab Innogram Vietnam LLC,Hồ Chí Minh,Thương lượng,"Linux System Administration, Infrastructure-As-Code, Bash, Python",Vietnamworks
Quality Assurance Analyst,QA engineer,Junior,1,Công Ty TNHH Công Nghệ TikTok Việt Nam,Hồ Chí Minh,Thương lượng,"Attention To Detail, English, Image Moderation, Interpersonal Skills, Quality Assurance",Vietnamworks
IT Network Engineer (Accept Fresher),software engineer,Any Level,N/A,HYUNDAI Kefico,Hải Dương,Thương lượng,"English, Công Nghệ Thông Tin",Vietnamworks
Odoo Developer,software developer,Junior,2,ILA Vietnam,Hồ Chí Minh,Thương lượng,"Odoo ERP, XML, CSS, JavaScript, Python",Vietnamworks
Data Analyst - Long An,data analyst,Senior,5,Công Ty TNHH Starry Vietnam,Hồ Chí Minh,$1000.00-1200.00,"Attention To Detail, Data Analysis, Excel, Power BI, Kpi Development",Vietnamworks
Digital Platform Specialist,IT professional,Intermediate,3,Cathay United Bank,Taiwan,Thương lượng,"Agile Methodology & Scrum, Digital Banking, Digital platform operations, Fintech, User Experience Development",Vietnamworks
Kỹ Sư Chất Lượng (Thành thạo Tiếng Trung),data scientist,Any Level,N/A,Navigos Search's Client,Hưng yên,$1500.00-1600.00,"Tiếng Trung, Chinese, Quản lý chất lượng, QC, RBA",Vietnamworks
"Senior Associate, Product Management, SPX Express",data analyst,Intermediate,3,CÔNG TY TNHH SPX EXPRESS,N/A,Thương lượng,"Data Analysis, Product Application, Product Delivery, Product Discovery, Technical Thinking",Vietnamworks
Senior Software Engineer & Development,software engineer,Intermediate,4,BIDV Metlife Life Insurance LLC,Hà nội,Thương lượng,"Software Development, Software Design, Spring, Apache, ReactJS",Vietnamworks
Chuyên Viên Vận Hành Open Banking & Dịch Vụ Kết Nối - Khối CNTT,data engineer,Junior,2,Ngân hàng Lộc Phát Việt Nam LPBank,Hà nội,Thương lượng,"Hệ Thống Oracle, Lập Trình SQL Server, Linux, Quản Trị Hệ Thống, Vận Hành Hệ Thống",Vietnamworks
Full-Stack Engineer - Onsite Singapore,full stack developer,Junior,2,FPT Software,"Hồ Chí Minh, Hà Nội, Đà Nẵng",Thương lượng,"Full Stack Development, JavaScript, React, Backend, AWS",Vietnamworks
Senior / Lead Test Engineer (Automation & Manual),software engineer,Intermediate,3,Hitachi Digital Services,Hồ Chí Minh,$700.00-1800.00,"API Testing, Automation Testing, English Communication, Manual Testing, PL/SQL",Vietnamworks
Product Manager,product manager,Senior,5,Công Ty Cổ Phần Công Nghệ Sen Đỏ,Hồ Chí Minh,Thương lượng,"Agile, Phát Triển Phần Mềm, Quản Trị Dự Án, Sáng Tạo, UI/UX",Vietnamworks
Mobile Game Research Assistant (Contractor),mobile developer,Junior,1,Athena Studio,Hồ Chí Minh,Thương lượng,"Mobile Game Development, Data Entry, Competitor Analysis, Market Research, Game Research",Vietnamworks
SAP S/4Hana Consultant,SAP consultant,Junior,1,Chi Nhánh Công Ty TNHH KPMG,Hồ Chí Minh,Thương lượng,"Business Process Management, Client Relationship, SAP, Time Management, Sap Module Development",Vietnamworks
QC Engineer,software engineer,Junior,2,"Galaxy Digital Holdings Co., Ltd (GH)",Hồ Chí Minh,$40816.33-1224.49,"Bug Management, Japanese N3, Performance Test, Problem-solving, Test Automation Tools",Vietnamworks
Head of Software Engineering ( Bank / Fintech),software engineer,Lead/Expert,10,GTV Vietnam,Hồ Chí Minh,Thương lượng,"Software Architecture Design, Leadership, Planning and Management, Software Engineering, AWS",Vietnamworks
Operation Analyst,data scientist,Junior,2,Công Ty Bảo Hiểm Nhân Thọ Cathay,Hồ Chí Minh,Thương lượng,"Claims Adjusting, Underwriting, Life Insurance, IT Operations",Vietnamworks
Senior Backend Engineer (Php/laravel),backend developer,Senior,5,MAMABOX CORPORATION (VIETNAM) Company Limited,Hồ Chí Minh,$1800.00-2500.00,"PHP, Laravel, RESTful API, Backend",Vietnamworks
UI/UX Interaction Designer,UX/UI designer,Intermediate,3,Cathay United Bank,Taiwan,Thương lượng,"Google Material Design, Interaction Design, Mobile Interface Design, System Design, UI Design",Vietnamworks
Technical Lead/ Senior Java Developer,software developer,Senior,5,Hitachi Digital Services,Hồ Chí Minh,Thương lượng,"Java, Spring Boot, Jsp/Angular, AWS, AWS",Vietnamworks
Full-Stack Developer (Up to 30M VND),full stack developer,Junior,2,"Br24 Vietnam Co.,Ltd",Hà nội,$1300.00,"Full Stack Development, RESTful API, Node.JS, Vue.js, CloudFront",Vietnamworks
Database Developer (DBA),software developer,Junior,2,Navigos Group,"Hồ Chí Minh, Hà nội",$600.00-1000.00,"MS SQL Server, Mysql, Python, Crm Databases, Ssrs",Vietnamworks
Senior Business Analyst Specialist,business analyst,Junior,2,Be Group Joint Stock Company,Hồ Chí Minh,Thương lượng,"Analytical skills, Communication skills, SQL knowledge, Data analysis, Strategy Consulting",Vietnamworks
"Backend Developer (Java, Spring Boot ) BE Dev",backend developer,Intermediate,4,GTV VIETNAM,N/A,Thương lượng,"AWS, RESTful API, AWS, Spring Boot, Banking, Microservices",Vietnamworks
Data Scientist/senior Data Scientist,data scientist,Intermediate,3,Navigos Search's Client,Hà nội,$2500.00-3000.00,"Agile Methodologies, Data Analysis, Deep Learning, Deep Learning, Deep Learning, Machine Learning, Statistical Modeling",Vietnamworks
Senior SAP EWM Consultant,data scientist,Senior,5,Navigos Search's Client,"Hà nội, Hồ Chí Minh",$2448.98-3265.31,"Sap Ewm Expertise, Logistics, Supply Chain Management, SAP Certificate, English Fluency",Vietnamworks
Automation Engineer,software engineer,Any Level,N/A,Công Ty TNHH LEGO Manufacturing Việt Nam,N/A,Thương lượng,"PLC, Automation, Lập Trình Rockwell, Manufacturing Engineering, Maintenance",Vietnamworks
Quality Engineer,software engineer,Senior,5,"Molex Vietnam Co., Ltd.",Hồ Chí Minh,Thương lượng,"5W2H, 7 QC Tools, 8D, Good Communication Skill",Vietnamworks
IT Program Manager [ Banking / Finance / Securities ],IT professional,Senior,6,GTV VIETNAM,N/A,Thương lượng,"Leadership, Project Management, Agile Principles, Banking Product, English",Vietnamworks
ITO Project Manager (Fluent Korean & English),project manager,Senior,5,Công Ty TNHH CJ Olivenetworks VINA,Hồ Chí Minh,$3000.00-6000.00,"Korean, English, Project Management, Ecommerce Technology, Java",Vietnamworks
IT Network Engineer,software engineer,Junior,1,"Amkor Technology Vietnam Llc.,",Hồ Chí Minh,Thương lượng,"Network Security, Wireless, Firewall, Cisco, IT Security",Vietnamworks
Full Stack Java Developer (Không yêu cầu tiếng anh giao tiếp),full stack developer,Intermediate,3,Navigos Search's Client,Hà nội,$816.33-1632.65,"Java, JavaScript, Microservices, Spring, VueJS, VueJS",Vietnamworks
Data Engineer Executive,data engineer,Junior,1,"Schenker Vietnam CO., Ltd.,ho Chi Minh City (Vn6000)",Hồ Chí Minh,$500.00-800.00,"Data Engineering, Data Analysis, Logistics Operations, Transport Management System (TMS), Systems Implementation",Vietnamworks
Associate Product Manager - Digital Identity,product manager,Intermediate,3,VNG Corporation,Hồ Chí Minh,Thương lượng,"eKYC, Digital transformation, SaaS, technology transformation, Product Development",Vietnamworks
"Manager, Bancassurance Income Management",data analyst,Senior,5,FWD Vietnam Life Insurance Company Limited,Hồ Chí Minh,Thương lượng,"SQL, MIS, Data analysis, Data Calculation, Reporting Skills",Vietnamworks
Software Developer – Team Lead,software developer,Any Level,N/A,Công Ty TNHH Century Distribution Systems (International) Limited,Hồ Chí Minh,$800.00-1000.00,"SQL, C#, Software Development, RESTful API, CSS",Vietnamworks
"Chuyên viên quản trị, vận hành App",data scientist,Junior,1,Công Ty Cổ Phần Tập Đoàn Sunshine,Hà Nội,$612.24-1020.41,"CMS, Figma, Firebase, Giải Pháp Công Nghệ, Lập Trình",Vietnamworks
Senior Azure/ Java Engineer,software engineer,Lead/Expert,12,Capgemini Vietnam,Hồ Chí Minh,Thương lượng,"Azure DevOps, Azure Cloud, Maven, Java API, SQL",Vietnamworks
Trưởng Bộ Phận AI Và Xử Lý Dữ Liệu Lớn,data scientist,Junior,1,Tập Đoàn Karofi Holding,Hà Nội,$1500.00-2000.00,"AI, Big Data, Data Lake, Azure, AWS",Vietnamworks
IT Technician,IT professional,Intermediate,3,Công Ty Cổ Phần Quản Lý Quỹ HD,Hồ Chí Minh,Thương lượng,"IT System Administration, IT Operations, Hardware, Windows Server, Security",Vietnamworks
IT Administrator,IT professional,Junior,1,"First Trust ACPA Vietnam CO., LTD",Hà nội,Thương lượng,"Interpersonal Skills, IT System Administration, Microsoft Office 365, Network Infrastructure, Network Technology",Vietnamworks
Front-End Developer (Vue.js) 3+ Years Experience,frontend developer,Intermediate,3,Silkwires Digital Agency,Hồ Chí Minh,$938.78-1224.49,"Front-End, Vue.js, CSS3, HTML5, Responsive Design",Vietnamworks
Software Development Engineer (Attractive Salary & Benefits),software engineer,Intermediate,3,HYUNDAI Kefico,Hải Dương,Thương lượng,"Automotive Embedded Systems, Python, C++, AUTOSAR, Application Engineering",Vietnamworks
IT Security Supervisor,IT professional,Intermediate,3,AJINOMOTO VIETNAM COMPANY,Hồ Chí Minh,Thương lượng,"Application Security Assessment, Control Security Policy, IT Auditing, IT Security, Problem-solving",Vietnamworks
Senior Executive Product Management,data scientist,Junior,2,Hong Leong BANK Vietnam Limited,Hồ Chí Minh,Thương lượng,"Product Management, UAT testing, Stakeholder Management, Project Management, Communication Skills",Vietnamworks
Requirement Engineer Technical Business Analyst (Quantity: 02),business analyst,Any Level,N/A,LG Electronics R&D Vietnam,Hà Nội,Thương lượng,"English, Business analysis, System Analysis, ALM, Process Quality Improvement",Vietnamworks
Technical/ Solution Architect,solutions architect,Senior,6,Hitachi Digital Services,Hồ Chí Minh,Thương lượng,"Object Oriented Design, Project Management, Relational Database Design, Software Development, Fluent In English",Vietnamworks
Trưởng Phòng Sản Phẩm Và Giải Pháp (Mức Lương Từ 30.000 Usd/năm) - Làm Việc Tại Mozambique,data scientist,Any Level,N/A,Movitel S.A,Mozambique,Thương lượng,"Tài Chính Ngân Hàng, Kinh Doanh Ví Điện Tử, Phát Triển Sản Phẩm",Vietnamworks
Quality Engineer (Thành thạo Tiếng Trung),software engineer,Any Level,N/A,Navigos Search's Client,Hưng yên,$1500.00-1600.00,"Tiếng Trung, Chinese, Quản lý chất lượng, QC, RBA",Vietnamworks
System Engineer (Dyehouse),systems engineer,Junior,1,Coats Phong Phu,"Hà nội, Hồ Chí Minh",Thương lượng,"Chemical Management Systems, Electrical System Engineering, Information Technology, System Control",Vietnamworks
Senior Telematic Developers (Joining Bonus),software developer,Senior,5,Bosch Global Software Technologies Company Limited,Hồ Chí Minh,Thương lượng,"C/C++, Teamwork, Telematics, Linux Programming, Automotive Sdlc",Vietnamworks
Senior Front End Developer (React),frontend developer,Senior,7,Arctx Solution LLC,Hồ Chí Minh,Thương lượng,"ReactJS, JavaScript, Front End, AngularJS",Vietnamworks
Senior Business Project Management Officer,data scientist,Senior,6,Trusting Social,Hồ Chí Minh,Thương lượng,"Project Management, Business Strategy",Vietnamworks
Microsoft Dynamics 365 F&O Analyst (Focus Production),SAP consultant,Intermediate,3,Công Ty TNHH Omnicomm Việt Nam,Hồ Chí Minh,$2200.00-2500.00,"English, Manage ERP Software, Microsoft Dynamics 365, Production Module Expertise, Bpmn 2.0",Vietnamworks
IT Engineer (Thành thạo Tiếng Trung),software engineer,Any Level,N/A,Navigos Search's Client,Hưng yên,$1500.00-1600.00,"IT System Administration, IT Hardware, IT Administration, Tiếng Trung, Chinese",Vietnamworks
DevOps Engineer (Atlassian Tools),DevOps engineer,Any Level,N/A,"Renesas Design Vietnam Co., Ltd.",Hồ Chí Minh,Thương lượng,"Git, SVN, Linux, DevOps",Vietnamworks
Front-End & Mobile Developer/software Engineer,frontend developer,Any Level,N/A,Manulife (Việt Nam),Hồ Chí Minh,Thương lượng,"AngularJS, React Native",Vietnamworks
Java Android Software Engineer (Relocation Bonus - Hybrid Working - Salary Up to 2500$),mobile developer,Any Level,N/A,LG Electronics Development Vietnam Company Limited,Hà nội,$800.00-2500.00,"Java, Java Spring Framework, Software Engineering, Automotive",Vietnamworks
