Job Title,Role,Level,Years of Experience,Company,Location,Salary Range,Required Skills,Source Platform
Database Administrator,database administrator,Junior,2,Discova (Formerly Known As Buffalo Tours),hồ chí minh,$1224.00,"Database Design, Microsoft Dynamics 365, Azure SQL, English, Microsoft SQL Server",Vietnamworks
System Engineer,systems engineer,Junior,2,Skylab Innogram Vietnam LLC,hcmc,Thương lượng,"Linux System Administration, Infrastructure-As-Code, Bash, Python",Vietnamworks
Quality Assurance Analyst,QA engineer,Junior,1,Công Ty TNHH Công Nghệ TikTok Việt Nam,tp.hcm,Thương lượng,"Attention To Detail, English, Image Moderation, Interpersonal Skills, Quality Assurance",Vietnamworks
IT Network Engineer (Accept Fresher),software engineer,Any Level,N/A,HYUNDAI Kefico,tp hải dương,Thương lượng,"English, Công Nghệ Thông Tin",Vietnamworks
Odoo Developer,software developer,Junior,2,ILA Vietnam,thu duc city,Thương lượng,"Odoo ERP, XML, CSS, JavaScript, Python",Vietnamworks
Data Analyst - Long An,data analyst,Senior,5,Công Ty TNHH Starry Vietnam,hồ chí minh,$1000.00,"Attention To Detail, Data Analysis, Excel, Power BI, Kpi Development",Vietnamworks
Digital Platform Specialist,IT professional,Intermediate,3,Cathay United Bank,taiwan,Thương lượng,"Agile Methodology & Scrum, Digital Banking, Digital platform operations, Fintech, User Experience Development",Vietnamworks
Kỹ Sư Chất Lượng (Thành thạo Tiếng Trung),data scientist,Any Level,N/A,Navigos Search's Client,hung yen,$1500.00,"Tiếng Trung, Chinese, Quản lý chất lượng, QC, RBA",Vietnamworks
"Senior Associate, Product Management, SPX Express",data analyst,Intermediate,3,CÔNG TY TNHH SPX EXPRESS,Hồ Chí Minh,Thương lượng,"Data Analysis, Product Application, Product Delivery, Product Discovery, Technical Thinking",Vietnamworks
Senior Software Engineer & Development,software engineer,Intermediate,4,BIDV Metlife Life Insurance LLC,hanoi,Thương lượng,"Software Development, Software Design, Spring, Apache, ReactJS",Vietnamworks
Chuyên Viên Vận Hành Open Banking & Dịch Vụ Kết Nối - Khối CNTT,data engineer,Junior,2,Ngân hàng Lộc Phát Việt Nam LPBank,hanoi,Thương lượng,"Hệ Thống Oracle, Lập Trình SQL Server, Linux, Quản Trị Hệ Thống, Vận Hành Hệ Thống",Vietnamworks
Full-Stack Engineer - Onsite Singapore,full stack developer,Junior,2,FPT Software,"hcm, hồ chí minh, hà nội, đà nẵng",Thương lượng,"Full Stack Development, JavaScript, React, Backend, AWS",Vietnamworks
Senior / Lead Test Engineer (Automation & Manual),software engineer,Intermediate,3,Hitachi Digital Services,hồ chí minh,$700.00,"API Testing, Automation Testing, English Communication, Manual Testing, PL/SQL",Vietnamworks
Product Manager,product manager,Senior,5,Công Ty Cổ Phần Công Nghệ Sen Đỏ,tp.hcm,Thương lượng,"Agile, Phát Triển Phần Mềm, Quản Trị Dự Án, Sáng Tạo, UI/UX",Vietnamworks
Mobile Game Research Assistant (Contractor),mobile developer,Junior,1,Athena Studio,hồ chí minh,Thương lượng,"Mobile Game Development, Data Entry, Competitor Analysis, Market Research, Game Research",Vietnamworks
SAP S/4Hana Consultant,SAP consultant,Junior,1,Chi Nhánh Công Ty TNHH KPMG,"ho chi minh, ho chi minh",Thương lượng,"Business Process Management, Client Relationship, SAP, Time Management, Sap Module Development",Vietnamworks
QC Engineer,software engineer,Junior,2,"Galaxy Digital Holdings Co., Ltd (GH)",hcmc,$0.00,"Bug Management, Japanese N3, Performance Test, Problem-solving, Test Automation Tools",Vietnamworks
Head of Software Engineering ( Bank / Fintech),software engineer,Lead/Expert,10,GTV Vietnam,hcmc,Thương lượng,"Software Architecture Design, Leadership, Planning and Management, Software Engineering, AWS",Vietnamworks
Operation Analyst,data scientist,Junior,2,Công Ty Bảo Hiểm Nhân Thọ Cathay,hcmc,Thương lượng,"Claims Adjusting, Underwriting, Life Insurance, IT Operations",Vietnamworks
Senior Backend Engineer (Php/laravel),backend developer,Senior,5,MAMABOX CORPORATION (VIETNAM) Company Limited,thành phố hồ chí minh,$1800.00,"PHP, Laravel, RESTful API, Backend",Vietnamworks
UI/UX Interaction Designer,UX/UI designer,Intermediate,3,Cathay United Bank,taiwan,Thương lượng,"Google Material Design, Interaction Design, Mobile Interface Design, System Design, UI Design",Vietnamworks
Technical Lead/ Senior Java Developer,software developer,Senior,5,Hitachi Digital Services,hồ chí minh,Thương lượng,"Java, Spring Boot, Jsp/Angular, AWS, AWS",Vietnamworks
Full-Stack Developer (Up to 30M VND),full stack developer,Junior,2,"Br24 Vietnam Co.,Ltd",hanoi,$1300.00,"Full Stack Development, RESTful API, Node.JS, Vue.js, CloudFront",Vietnamworks
Database Developer (DBA),software developer,Junior,2,Navigos Group,"hcm, hanoi",$600.00,"MS SQL Server, Mysql, Python, Crm Databases, Ssrs",Vietnamworks
Senior Business Analyst Specialist,business analyst,Junior,2,Be Group Joint Stock Company,thành phố hồ chí minh,Thương lượng,"Analytical skills, Communication skills, SQL knowledge, Data analysis, Strategy Consulting",Vietnamworks
"Backend Developer (Java, Spring Boot ) BE Dev",backend developer,Intermediate,4,GTV VIETNAM,Hồ Chí Minh,Thương lượng,"AWS, RESTful API, AWS, Spring Boot, Banking, Microservices",Vietnamworks
Data Scientist/senior Data Scientist,data scientist,Intermediate,3,Navigos Search's Client,hanoi,$2500.00,"Agile Methodologies, Data Analysis, Deep Learning, Deep Learning, Deep Learning, Machine Learning, Statistical Modeling",Vietnamworks
Senior SAP EWM Consultant,data scientist,Senior,5,Navigos Search's Client,"hanoi, hcmc",$2448.00,"Sap Ewm Expertise, Logistics, Supply Chain Management, SAP Certificate, English Fluency",Vietnamworks
Automation Engineer,software engineer,Any Level,N/A,Công Ty TNHH LEGO Manufacturing Việt Nam,Hồ Chí Minh,Thương lượng,"PLC, Automation, Lập Trình Rockwell, Manufacturing Engineering, Maintenance",Vietnamworks
Quality Engineer,software engineer,Senior,5,"Molex Vietnam Co., Ltd.",hồ chí minh,Thương lượng,"5W2H, 7 QC Tools, 8D, Good Communication Skill",Vietnamworks
IT Program Manager [ Banking / Finance / Securities ],IT professional,Senior,6,GTV VIETNAM,Hồ Chí Minh,Thương lượng,"Leadership, Project Management, Agile Principles, Banking Product, English",Vietnamworks
ITO Project Manager (Fluent Korean & English),project manager,Senior,5,Công Ty TNHH CJ Olivenetworks VINA,"hcmc, ho chi minh",$3000.00,"Korean, English, Project Management, Ecommerce Technology, Java",Vietnamworks
IT Network Engineer,software engineer,Junior,1,"Amkor Technology Vietnam Llc.,",hồ chí minh,Thương lượng,"Network Security, Wireless, Firewall, Cisco, IT Security",Vietnamworks
Full Stack Java Developer (Không yêu cầu tiếng anh giao tiếp),full stack developer,Intermediate,3,Navigos Search's Client,hanoi,$816.00,"Java, JavaScript, Microservices, Spring, VueJS, VueJS",Vietnamworks
Data Engineer Executive,data engineer,Junior,1,"Schenker Vietnam CO., Ltd.,ho Chi Minh City (Vn6000)",thành phố hồ chí minh,$500.00,"Data Engineering, Data Analysis, Logistics Operations, Transport Management System (TMS), Systems Implementation",Vietnamworks
Associate Product Manager - Digital Identity,product manager,Intermediate,3,VNG Corporation,hồ chí minh,Thương lượng,"eKYC, Digital transformation, SaaS, technology transformation, Product Development",Vietnamworks
"Manager, Bancassurance Income Management",data analyst,Senior,5,FWD Vietnam Life Insurance Company Limited,ho chi minh,Thương lượng,"SQL, MIS, Data analysis, Data Calculation, Reporting Skills",Vietnamworks
Software Developer – Team Lead,software developer,Any Level,N/A,Công Ty TNHH Century Distribution Systems (International) Limited,hồ chí minh,$800.00,"SQL, C#, Software Development, RESTful API, CSS",Vietnamworks
"Chuyên viên quản trị, vận hành App",data scientist,Junior,1,Công Ty Cổ Phần Tập Đoàn Sunshine,hà nội,$612.00,"CMS, Figma, Firebase, Giải Pháp Công Nghệ, Lập Trình",Vietnamworks
Senior Azure/ Java Engineer,software engineer,Lead/Expert,12,Capgemini Vietnam,thành phố hồ chí minh,Thương lượng,"Azure DevOps, Azure Cloud, Maven, Java API, SQL",Vietnamworks
Trưởng Bộ Phận AI Và Xử Lý Dữ Liệu Lớn,data scientist,Junior,1,Tập Đoàn Karofi Holding,hà nội,$1500.00,"AI, Big Data, Data Lake, Azure, AWS",Vietnamworks
IT Technician,IT professional,Intermediate,3,Công Ty Cổ Phần Quản Lý Quỹ HD,thành phố hồ chí minh,Thương lượng,"IT System Administration, IT Operations, Hardware, Windows Server, Security",Vietnamworks
IT Administrator,IT professional,Junior,1,"First Trust ACPA Vietnam CO., LTD",hanoi,Thương lượng,"Interpersonal Skills, IT System Administration, Microsoft Office 365, Network Infrastructure, Network Technology",Vietnamworks
Front-End Developer (Vue.js) 3+ Years Experience,frontend developer,Intermediate,3,Silkwires Digital Agency,hcm,$938.00,"Front-End, Vue.js, CSS3, HTML5, Responsive Design",Vietnamworks
Software Development Engineer (Attractive Salary & Benefits),software engineer,Intermediate,3,HYUNDAI Kefico,tp hải dương,Thương lượng,"Automotive Embedded Systems, Python, C++, AUTOSAR, Application Engineering",Vietnamworks
IT Security Supervisor,IT professional,Intermediate,3,AJINOMOTO VIETNAM COMPANY,hồ chí minh,Thương lượng,"Application Security Assessment, Control Security Policy, IT Auditing, IT Security, Problem-solving",Vietnamworks
Senior Executive Product Management,data scientist,Junior,2,Hong Leong BANK Vietnam Limited,hồ chí minh,Thương lượng,"Product Management, UAT testing, Stakeholder Management, Project Management, Communication Skills",Vietnamworks
Requirement Engineer Technical Business Analyst (Quantity: 02),business analyst,Any Level,N/A,LG Electronics R&D Vietnam,hà nội,Thương lượng,"English, Business analysis, System Analysis, ALM, Process Quality Improvement",Vietnamworks
Technical/ Solution Architect,solutions architect,Senior,6,Hitachi Digital Services,hồ chí minh,Thương lượng,"Object Oriented Design, Project Management, Relational Database Design, Software Development, Fluent In English",Vietnamworks
Trưởng Phòng Sản Phẩm Và Giải Pháp (Mức Lương Từ 30.000 Usd/năm) - Làm Việc Tại Mozambique,data scientist,Any Level,N/A,Movitel S.A,quốc gia mozambique,Thương lượng,"Tài Chính Ngân Hàng, Kinh Doanh Ví Điện Tử, Phát Triển Sản Phẩm",Vietnamworks
Quality Engineer (Thành thạo Tiếng Trung),software engineer,Any Level,N/A,Navigos Search's Client,hung yen,$1500.00,"Tiếng Trung, Chinese, Quản lý chất lượng, QC, RBA",Vietnamworks
System Engineer (Dyehouse),systems engineer,Junior,1,Coats Phong Phu,"hanoi, thu duc city, hcmc",Thương lượng,"Chemical Management Systems, Electrical System Engineering, Information Technology, System Control",Vietnamworks
Senior Telematic Developers (Joining Bonus),software developer,Senior,5,Bosch Global Software Technologies Company Limited,hcm,Thương lượng,"C/C++, Teamwork, Telematics, Linux Programming, Automotive Sdlc",Vietnamworks
Senior Front End Developer (React),frontend developer,Senior,7,Arctx Solution LLC,hồ chí minh,Thương lượng,"ReactJS, JavaScript, Front End, AngularJS",Vietnamworks
Senior Business Project Management Officer,data scientist,Senior,6,Trusting Social,hcmc,Thương lượng,"Project Management, Business Strategy",Vietnamworks
Microsoft Dynamics 365 F&O Analyst (Focus Production),SAP consultant,Intermediate,3,Công Ty TNHH Omnicomm Việt Nam,tp.hcm,$2200.00,"English, Manage ERP Software, Microsoft Dynamics 365, Production Module Expertise, Bpmn 2.0",Vietnamworks
IT Engineer (Thành thạo Tiếng Trung),software engineer,Any Level,N/A,Navigos Search's Client,hung yen,$1500.00,"IT System Administration, IT Hardware, IT Administration, Tiếng Trung, Chinese",Vietnamworks
DevOps Engineer (Atlassian Tools),DevOps engineer,Any Level,N/A,"Renesas Design Vietnam Co., Ltd.",hồ chí minh,Thương lượng,"Git, SVN, Linux, DevOps",Vietnamworks
Front-End & Mobile Developer/software Engineer,frontend developer,Any Level,N/A,Manulife (Việt Nam),hcmc,Thương lượng,"AngularJS, React Native",Vietnamworks
Java Android Software Engineer (Relocation Bonus - Hybrid Working - Salary Up to 2500$),mobile developer,Any Level,N/A,LG Electronics Development Vietnam Company Limited,hanoi,$800.00,"Java, Java Spring Framework, Software Engineering, Automotive",Vietnamworks
Full Stack Software Engineer,full stack developer,Intermediate,3,Công Ty TNHH HaskoningDHV Việt Nam,"hanoi, thu duc city, ho chi minh",Thương lượng,"Java, Typescript, Azure, VueJS, Full Stack Development",Vietnamworks
Process Quality Assurance - Lương Thưởng Hấp Dẫn,QA engineer,Intermediate,3,Công Ty Cổ Phần Tư Vấn Công Nghệ Ngs (Ngsc),hà nội,$1500.00,"Công Nghệ Thông Tin, Đánh Giá Chất Lượng, QA, Agile Scrum, Tiếng Anh",Vietnamworks
Quality Inspector/ Senior Quality Inspector,IT professional,Junior,2,Sharkninja Vietnam,tp hồ chí minh,Thương lượng,"Data Analysis, English, independent work, MS Office, Quality Inspection",Vietnamworks
MIS Data Analyst,data analyst,Intermediate,3,"Vietnam Intersnack Cashew Co., Ltd",ho chi minh,Thương lượng,"Analytical Skills, Data Modeling, MS Office, Power BI, Sales Reporting",Vietnamworks
"Senior Full Stack Developer (NodeJS, SQL, JavaScript)",full stack developer,Intermediate,4,Công Ty TNHH HDS Dịch Vụ Việt Nam,ho chi minh,Thương lượng,"Full Stack Development, NodeJS, RESTful API, SQL, JavaScript",Vietnamworks
React Native Developer,software developer,Senior,5,Pronto Pilates Pty Ltd,"australia, australia",Thương lượng,"CSS, HTML, JavaScript, React Native, Team Work",Vietnamworks
Vehicle Tester_Automotive Domain (Tester),QA engineer,Junior,2,Luxoft Vietnam,hồ chí minh,Thương lượng,"Vehicle Testing, Automotive, CANoe, CANoe, CANoe, Debug, Test Cases",Vietnamworks
STA Engineer,software engineer,Junior,2,FPT IS,hà nội,$2500.00,"Điện Tử, Verilog, Thiết Kế Vi Mạch Điện Tử, Physical Design, Semiconductor",Vietnamworks
Physical Design Engineer (Hybrid Working),software engineer,Intermediate,3,Navigos Search,"hanoi, hcmc",$2040.00,"Physical Design, RTL Development, Floorplan, English: Intermediate Level, Semiconductor Process",Vietnamworks
Head of IT Department,IT professional,Senior,5,Public Bank Securities Vietnam Company Limited (PBSV),Hồ Chí Minh,Thương lượng,"Information Security, Trading Platforms, Computer Science, Fintech, Leadership",Vietnamworks
Mobile Developer (Tiếng Nhật N1~N4),mobile developer,Any Level,N/A,Công Ty TNHH GMO-Z.com Financial System VN,hà nội,$1000.00,"Tiếng Nhật N4, Unit Testing, Android, Mobile App Development, Kotlin",Vietnamworks
Senior Solution Architect (.NET Core; React; Node.js),solutions architect,Senior,5,Công Ty TNHH Công Nghệ Và Giải Pháp Phần Mềm Crossian,hà nội,Thương lượng,"AWS Cloud services, .NET Core, HTML5, DevOps, Leadership",Vietnamworks
IT Software Engineer,software engineer,Any Level,N/A,Công Ty TNHH Framas Korea Vina,đồng nai,Thương lượng,"Software Engineering, .Net, SQL, Oracle, Software Development",Vietnamworks
4G/5G RAN Engineer,software engineer,Any Level,N/A,Công Ty TNHH Công Nghệ Huawei Việt Nam,hanoi,Thương lượng,"Wireless Network, Telecommunications, Computer Science, RAN System, OS System",Vietnamworks
Product Operations Specialist - Agi,data scientist,Junior,2,Trusting Social,hcmc,Thương lượng,"Product Operation, Product Development, Project management skills, Quality Process Improvement",Vietnamworks
Senior Business Intelligence,data analyst,Intermediate,4,Navigos Search's Client,hanoi,$2000.00,"Business Intelligence, Data Analysis, Machine Learning, Team Management",Vietnamworks
Chuyên Viên Chính Phân Tích và Chiến Lược Thu Hồi Nợ - Trung Tâm Fico,data engineer,Junior,2,Ngân Hàng TMCP Tiên Phong (Tpbank),hồ chí minh,$900.00,"Phân Tích Dữ Liệu, Quản Lý Dữ Liệu, Big Data, Data Warehouse Systems, Data Lake",Vietnamworks
Giám Đốc Công Nghệ Thông Tin Tập Đoàn Thành Viên,data scientist,Intermediate,4,Công Ty Cổ Phần Tập Đoàn Trường Hải (Thaco),hcm,Thương lượng,"AI/ML, CIO, CTO, ERP Implementation, Leadership",Vietnamworks
Chuyên Viên Lập Trình & Phát Triển Bitrix24 CRM (Bitrix24 Specialist),IT professional,Intermediate,3,Công Ty TNHH MTV Cho Thuê Tài Chính Ngân Hàng Sài Gòn Thương Tín,tp.hcm,Thương lượng,"Bitrix24, Apache Webserver, Nginx, PHP, Kỹ Thuật",Vietnamworks
Cybersecurity Audit Manager,IT professional,Senior,5,Navigos Search,"hanoi, hcmc",$2500.00,"Vulnerability Scanning, Penetration Testing, Network Security, IT Auditing, Communication Skills",Vietnamworks
Automotive Test Engineer (Manual),software engineer,Junior,1,LG Electronics Development Vietnam Company Limited,hà nội,$600.00,"Software Programming, Software Testing, Test Cases, Automation Test Script, Automotive Engineering",Vietnamworks
Devops Engineer,DevOps engineer,Any Level,N/A,GSM,hà nội,$1000.00,"Software Development, Software Architecture Design, DevOps, Cloud AWS, Cloud",Vietnamworks
Senior Data Governance - Hà Nội - Ta139,data engineer,Intermediate,3,VPBank - Https://tuyendung.vpbank.com.vn/,hà nội,Thương lượng,"Databases, ngân hàng, Quản Trị Dữ Liệu, SQL, Tài Chính",Vietnamworks
SAP MM Specialist,SAP consultant,Any Level,N/A,Vinfast Trading And Production JSC,hanoi,Thương lượng,"SAP S/4HANA, SAP PP, SAP Material Management, SAP Master Data, SAP ECC 6.0",Vietnamworks
Pre-sale Engineer,software engineer,Junior,1,CÔNG TY CP ĐẦU TƯ CÔNG CÔNG NGHỆ VÀ GIẢI PHÁP TMC VIỆT NAM,Hồ Chí Minh,$612.00,"Giải Pháp Bảo Mật, Bán Hàng Kỹ Thuật, Kinh Doanh, Physical Security, Tư Vấn",Vietnamworks
IT Engineer,software engineer,Intermediate,3,Công ty TNHH BIGL Việt Nam,thai nguyen province,$800.00,"Technical Support, Systems Engineering, Database Administration, Software Development, Problem-solving",Vietnamworks
Web Developer,software developer,Any Level,N/A,Công Ty Cổ Phần Thế Giới Công Nghệ Phần Mềm,hcmc,$500.00,"MySQL, JavaScript, C#, ASP.NET, .NET",Vietnamworks
Senior Automation Tester,QA engineer,Intermediate,3,FPT Software,"hcm, hồ chí minh, hà nội, đà nẵng",Thương lượng,"Agile, Automation Testing, SQL, Unit Testing, API Testing",Vietnamworks
.NET Developer Fulltime Remote,software developer,Junior,2,Soda Digital,australia,$1000.00,".Net Core, MS SQL, Entity Framework, Umbraco, JavaScript",Vietnamworks
[HCM] Business Analyst - Delivery,business analyst,Intermediate,3,Pizza 4P's,ho chi minh,Thương lượng,"English fluency, Analytical Skills, F&B Business, Communication English",Vietnamworks
CVCC Kiểm Định Mô Hình - Model Validation Senior Specialist - Khối Dữ Liệu (Ho24.302),business intelligence analyst,Junior,1,Ngân Hàng Thương Mại Cổ Phần Quân Đội - MB,hanoi,Thương lượng,"SQL, Data Visualization, Khoa Học Dữ Liệu, Power BI, Thu Thập Dữ Liệu",Vietnamworks
IT Service Desk,IT professional,Junior,1,Shinhan Vietnam Finance Company Limited,hcmc,Thương lượng,"IT Helpdesk, IT Support, File Server, LAN",Vietnamworks
System Engineer,systems engineer,Intermediate,3,"Wide Viet Nam CO., LTD.",ho chi minh,Thương lượng,"Azure, Fortigate Firewall, Microsoft Office 365, Quản Trị Hạ Tầng Cisco, Veeam Backup",Vietnamworks
Senior Project Manager (Tech & Non Tech),project manager,Intermediate,4,"Neyu Ltd.,",thành phố hồ chí minh,Thương lượng,"Project Management, Business Development, Call Center Management, Pmp Certification, Call Center System",Vietnamworks
UI/UX Designer,UX/UI designer,Intermediate,3,Công Ty Cổ Phần Chứng Khoán SSI,hà nội,Thương lượng,"UI/UX, Figma, UX Research, Mobile App, Thiết Kế Website",Vietnamworks
IC TEST Development Engineer,software engineer,Senior,5,Công Ty TNHH Qorvo Việt Nam,hanoi,Thương lượng,"PCB Layout Design, I2C, C/C++ Programming, Hardware Testing, Debug",Vietnamworks
SAP FICO Specialist,SAP consultant,Any Level,N/A,Công Ty Trách Nhiệm Hữu Hạn Sản Xuất Và Kinh Doanh Vinfast - Thành Viên Của Vingroup,hà nội,Thương lượng,SAP,Vietnamworks
Chuyên Viên Kiểm Soát Số Liệu Tài Chính - Financial Data Controller - Khối Tài Chính Kế Toán (Ho24.321),data engineer,Junior,2,Ngân Hàng Thương Mại Cổ Phần Quân Đội - MB,hanoi,Thương lượng,"Big Data, Data Engineer, Data Lake, Open Source Framework, Spark",Vietnamworks
Chuyên Viên Phân Tích Nghiệp Vụ,data scientist,Senior,5,"Công Ty Cổ Phần Công Nghệ Thông Tin, Viễn Thông Và Tự Động Hoá Dầu Khí",hà nội,$850.00,"ERP, Business Analysis, Công Nghệ Thông Tin, Triển Khai Hệ Thống, Phân Tích Nghiệp Vụ",Vietnamworks
[Hải Phòng] Chuyên viên hạ tầng CNTT,embedded systems engineer,Junior,1,VINFAST TRADING AND PRODUCTION JSC,hanoi,Thương lượng,"An Ninh Mạng, Công Nghệ Thông Tin, Dịch Vụ Viễn Thông, Giao Tiếp, Điện Tử Viễn Thông",Vietnamworks
Chuyên Viên IT,IT professional,Senior,5,Công Ty Cổ Phần Quản Lý Đầu Tư ACD,hà nội,Thương lượng,"Hardware Support, Hardware Maintenance, Kiểm Tra Phần Cứng, Cài Đặt Phần Mềm, Công Nghệ Thông Tin",Vietnamworks
Embedded Software Engineer (Automotive),software engineer,Any Level,N/A,Hitachi Digital Services,hồ chí minh,Thương lượng,"Embedded Software, Automotive, AUTOSAR, C/C++, MCU Programming",Vietnamworks
Project Management Office (PMO) Assistant,data scientist,Any Level,N/A,Chi Nhánh Công Ty TNHH KPMG,"ho chi minh, ho chi minh",Thương lượng,"Problem Solving, Project Management, Oracle, Scrum",Vietnamworks
Automation Test Engineer,software engineer,Junior,2,Navigos Search,"hanoi, hcmc",$1000.00,"Automated Software Testing, Evaluation Method, Test Design, Python Programming, Troubleshooting",Vietnamworks
Project Coordinator ITS,IT professional,Intermediate,3,RMIT University Vietnam,ho chi minh,Thương lượng,"Communication, Customer Service, Microsoft Office, Project Coordination, Time Management",Vietnamworks
IT Japanese Communicator,IT professional,Junior,2,LG Electronics Development Vietnam Company Limited,hà nội,$800.00,"Japanese N2, Problem Management, Teamwork, TOEIC 700, It Background",Vietnamworks
"Back-end Developer (Java, SQL, Spring, English,chinese)",backend developer,Junior,1,Công Ty TNHH Clever Creations Tech,thành phố hồ chí minh,$500.00,"Java, SQL, Java Spring Framework, Chinese Madarin, B2 English",Vietnamworks
Chuyên Viên Sản Phẩm/ Product Specialist,data scientist,Junior,2,"Transmedic Healthcare Co., LTD",tp.hcm,Thương lượng,"Biomedical Engineering, Electrical Engineering, English, Technical Support, Preventive Maintenance",Vietnamworks
Web Developer (Tiếng Nhật N1~N4),software developer,Any Level,N/A,Công Ty TNHH Gmo-Z.com Financial System VN,hà nội,$1000.00,"React, Website Development, Node.js, Tiếng Nhật N4, Unit Testing",Vietnamworks
Nhân Viên Triển Khai Phần Mềm POS,data scientist,Junior,1,Công Ty Cổ Phần Công Nghệ KAS,tp hồ chí minh,Thương lượng,"POS System, POS Software Testing, Triển Khai Phần Mềm, Đào Tạo Khách Hàng, Hỗ Trợ Kỹ Thuật",Vietnamworks
Linux System Engineer,systems engineer,Junior,1,Công Ty TNHH Thankslab Việt Nam,thành phố hồ chí minh,Thương lượng,"Aws, Docker, Docker, Docker, Linux, NodeJS, PHP",Vietnamworks
[$4000 - $5000] Software Engineering Manager (Front-End),frontend developer,Senior,5,Navigos Search's Client,hanoi,$4000.00,"Angular, Angular, Angular, Front-End, Kotlin, Swift, Swift, Typescript",Vietnamworks
Chuyên Viên Hỗ Trợ Người Dùng (IT Helpdesk),IT support,Any Level,N/A,Tập Đoàn BRG (BRG Group),hà nội,Thương lượng,"IT Helpdesk, Công Nghệ Thông Tin, IT Phần Cứng, IT System Administration",Vietnamworks
Vận Hành Games (Ưu Tiên Tiếng Trung ),game developer,Junior,2,Công Ty TNHH Dịch Vụ Tư Vấn Bát Giới,thành phố hồ chí minh,$780.00,"Game Research, Game Operation, Vận Hành Game, Mobile Game Development, Technology Development",Vietnamworks
Release Train Engineer,software engineer,Senior,8,Capgemini Vietnam,thành phố hồ chí minh,Thương lượng,"Agile Project Management, Scrum Master, Stakeholder Management, Project Management, Lifecycle Management",Vietnamworks
C/C++ Linux Software Engineer,software engineer,Any Level,N/A,LG Electronics Development Viet Nam Company Limited,"hanoi, hà nội",$1000.00,"C/C++, Linux Embedded, Linux, Software Development, Software Engineering",Vietnamworks
Software Developer,software developer,Intermediate,3,"WANEK FURNITURE CO., LTD.",hồ chí minh,Thương lượng,"AS400, English Language Proficiency, ERP System, ERP System, Software Development Lifecycle, Software Development Lifecycle, Software Development Lifecycle, Software Management",Vietnamworks
IT Support Specialist,IT support,Any Level,N/A,Công Ty TNHH Công Nghệ Và Giải Pháp Phần Mềm Crossian,hà nội,Thương lượng,"IT System Administration, IT Helpdesk, IT Support, Infrastructure Supervision, Application Support",Vietnamworks
"Data Analyst (SQL, Power Bi, Database)",data analyst,Junior,2,Ngân Hàng TMCP Quốc Tế Việt Nam (VIB),hồ chí minh,Thương lượng,"Data analysis, SQL, Power BI, Python",Vietnamworks
Kỹ Sư Công Nghệ Thông Tin (IT),IT professional,Junior,2,Công Ty TNHH CTCI Việt Nam,hà nội,Thương lượng,"Quản Trị Mạng Công Ty, Quản Trị Dữ Liệu, Hệ Thống Điện Thoại, Công Nghệ Thông Tin, Quản Trị Hệ Thống",Vietnamworks
Kỹ Sư Kiểm Thử Sản Xuất,embedded systems engineer,Any Level,N/A,Navigos Search's Client,hanoi,$800.00,"Testing, Electronic Troubleshooting, English, Wireshark, PLC",Vietnamworks
Business Analyst,business analyst,Intermediate,3,Công Ty Cổ Phần Tập Đoàn Golden Gate,hà nội,Thương lượng,"Product Development, Business Analysis, Information System, Agile, F&B Business",Vietnamworks
Senior Business Analyst (Analytics Consultant),business analyst,Junior,2,MiTek Việt Nam,tp.hcm,Thương lượng,"Business Analysis, Data Analytics, Business Analyst, English B2, Consultant",Vietnamworks
Senior .NET Developer,software developer,Senior,5,Capgemini Vietnam,thành phố hồ chí minh,Thương lượng,"Web API, Azure, .Net, C#, OOP",Vietnamworks
QC Tester Automation,QA engineer,Any Level,N/A,MCGAAW,ho chi minh,Thương lượng,"Test Automation Tools, Programning Languages, API Testing, Automation Testing, Software Testing",Vietnamworks
"IOS Developer (Junior, HCM)",mobile developer,Junior,1,FPT Telecom,hà nội,Thương lượng,"iOS Development, Material Design, Objective C, Swift, Swift, Web Service",Vietnamworks
SAP ABAP Performance Architect (Joining Bonus),IT professional,Senior,7,Bosch Global Software Technologies Company Limited,hcm,Thương lượng,Computer Science,Vietnamworks
"Phân Tích Cường Độ Của Máy Xúc Xây Dựng (Bộ Phận Cabin)(pm: HyperMesh, Radioss)",mobile developer,Junior,1,Công Ty TNHH R Techno Việt Nam,tp.hcm,Thương lượng,"Hypermesh, Radioss, Thiết Kế Máy Xây Dựng, Tiếng Nhật N3, Phân Tích Cường Độ",Vietnamworks
"Chuyên Viên Chính/chuyên Viên Cao Cấp Phân Tích Dữ Liệu và Quản Trị Hệ Thống (Thành thạo Excel, Sql,powerbi)",data analyst,Intermediate,3,Ngân Hàng TMCP Quốc Tế Việt Nam (VIB),hồ chí minh,Thương lượng,"SQL, Power BI, Data reporting, Excel",Vietnamworks
Experienced Automation Tester _ Freelancer (Location: Hà Nội),QA engineer,Intermediate,3,Capgemini Vietnam,thành phố hồ chí minh,Thương lượng,"Automation Testing, QA, QC, Software Testing, API Testing",Vietnamworks
Android App Developer,mobile developer,Senior,5,Cathay United Bank,taiwan,Thương lượng,"Agile Development, CI/CD, Clean Architecture, MVVM Architecture, RESTful API",Vietnamworks
Data Analyst,data analyst,Any Level,N/A,Edge Consulting Engineers,hồ chí minh,Thương lượng,Data Analysis,Vietnamworks
